Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33091136,"99,725.47"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ESSEX LODGE,33074055,"100,406.59"
31/07/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,NEWHAM GP CO-OPERATIVE LTD,33182345,"107,418.88"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SHREWSBURY ROAD SURGERY,33074031,"107,481.26"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"115,794.56"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR YI PATEL & PARTNERS,33074016,"118,272.54"
31/07/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,E12 HEALTH CENTRE,33074018,"123,316.04"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS 
FOUNDATION TRUST",33225020,"127,331.87"
31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,AT MEDICS ALBERT ROAD,33091140,"131,477.58"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,TOLLGATE MEDICAL CENTRE,33074038,"135,337.56"
31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,PATIENTFIRST SOCIAL ENTERPRISE,33078001,"157,621.00"
31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LIBERTY BRIDGE ROAD PRACTICE,33091139,"162,881.09"
31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STAR LANE MEDICAL CENTRE,33074036,"164,360.21"
31/07/2020,Programme Support Costs,PROGRAMME PROJECTS,MILDMAY MISSION HOSPITAL UK,32977482,"192,780.00"
31/07/2020,Programme Support Costs,PROGRAMME PROJECTS,MILDMAY MISSION HOSPITAL UK,33156951,"199,206.00"
31/07/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,GRAHAM PRACTICE,33091135,"225,000.00"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",33050212,"365,947.56"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,33050044,"366,664.03"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,33050013,"445,936.57"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33050187,"466,040.27"
31/07/2020,Recharge : Provided,PROGRAMME PROJECTS,NHS TOWER HAMLETS CCG,32972946,"508,419.24"
31/07/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ST JOSEPHS HOSPICE,32991631,"614,785.50"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33050168,"935,735.75"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33050179,"1,318,619.81"
31/07/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33050034,"7,586,632.95"
31/07/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33050023,"18,397,739.11"
