Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
30/09/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33955973,"22,769.76"
30/09/2020,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33955973,"8,362.00"
30/09/2020,C&M-PMS Prof fees Prescribing,PRC DELEGATED CO-COMMISSIONING,MARKET STREET HEALTH GROUP,33955973,105.94
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33955977,"60,353.66"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33955977,"5,677.21"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33955977,"1,204.53"
30/09/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33955977,"2,145.83"
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LEYTONSTONE HIGH ROAD,33955977,"3,078.07"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST LUKES HEALTH CENTRE,33955985,"43,796.65"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ST LUKES HEALTH CENTRE,33955985,"4,046.11"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ST LUKES HEALTH CENTRE,33955985,858.46
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST LUKES HEALTH CENTRE,33955985,"2,352.88"
30/09/2020,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"2,001.65"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"32,845.18"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"2,838.63"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,602.27
30/09/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"5,066.52"
30/09/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,304.1
30/09/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"11,025.00"
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"2,099.96"
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WESTBURY ROAD MEDICAL PRACTICE,33955988,"2,710.00"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,"37,170.21"
30/09/2020,C&M-GMS Other Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,"3,274.29"
30/09/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,694.7
30/09/2020,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,765
30/09/2020,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,329
30/09/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,"3,475.00"
30/09/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,PLASHET MEDICAL CENTRE,33955994,"1,554.12"
30/09/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,"3
PLASHET MEDICAL CENTRE",33955994,"2,815.35"
30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FOREST PRACTICE (THE),33956002,"58,286.83"
