date,expensetype,supplier,transactionnumber,amount,file,negative,ccg,expensearea
31/12/2020,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,35025421,108373.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Global Sum
31/12/2020,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,34887730,115232.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Contract Value
31/12/2020,BALANCE SHEET,HMRC,34911380,119745.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,National Insurance < 1 yr-NI- ERS
31/12/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,35025384,120177.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Global Sum
31/12/2020,PRC DELEGATED CO-COMMISSIONING,XX PLACE,35025427,128465.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Global Sum
31/12/2020,PROGRAMME PROJECTS,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,34979737,146472.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Other professional fees
31/12/2020,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34887726,146897.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Contract Value
31/12/2020,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF TOWER HAMLETS,35086920,155569.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Cont Care- Prior Year Payments
31/12/2020,LOCAL ENHANCED SERVICES,QUEEN MARY UNIVERSITY OF LONDON,34847921,162000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Clinical&Medical-Voluntary Sector
31/12/2020,BALANCE SHEET,HMRC,34911380,172933.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Income tax <1Yr
31/12/2020,LOCAL ENHANCED SERVICES,EAST END HEALTH NETWORK,34867760,179458.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Clinical&Medical-Voluntary Sector
31/12/2020,PROGRAMME PROJECTS,NORTH OF ENGLAND COMMISSIONING SUPPORT UNIT,35072625,184989.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,External Consultancy Fees
31/12/2020,LOCAL ENHANCED SERVICES,NHS ENGLAND,34819399,191459.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS CCG-Non Contract
31/12/2020,ACUTE COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,34830734,195833.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
31/12/2020,PROGRAMME PROJECTS,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,35030078,204190.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Miscellaneous Expenditure (L9)
31/12/2020,COMMUNITY SERVICES,TOWER HAMLETS GP CARE GROUP,34867817,245250.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Clinical&Medical-Independent Sector
31/12/2020,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF TOWER HAMLETS,35086917,252646.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Cont Care- Prior Year Payments
31/12/2020,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34830727,268000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
31/12/2020,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34830728,268000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Over/ Under Performance
31/12/2020,NCAS/OATS,TOWER HAMLETS GP CARE GROUP,34867809,296138.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Clinical&Medical-Commercial Sector
31/12/2020,AMBULANCE SERVICES,BARTS HEALTH NHS TRUST,34867802,344498.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Contract Baseline
31/12/2020,AMBULANCE SERVICES,BARTS HEALTH NHS TRUST,34867806,344498.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Contract Baseline
31/12/2020,MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,34830732,382000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
31/12/2020,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,34830724,387056.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34830721,434970.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,34830715,501450.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34830716,545118.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,35051654,586745.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34830729,786000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
31/12/2020,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34830725,808000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Non Contract
31/12/2020,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34830731,916000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
31/12/2020,AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,34830720,1222556.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Contract Baseline
31/12/2020,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS HEALTH CENTRE,34887723,1871818.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Contract Value
31/12/2020,COMMUNITY SERVICES,LONDON BOROUGH OF TOWER HAMLETS,35092079,2029485.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Clinical&Medical-Othe Public Sector
31/12/2020,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34887712,2882030.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Contract Value
31/12/2020,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34830726,3649000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Non Contract
31/12/2020,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,34830714,5790321.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Contract Baseline
31/12/2020,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,35059483,8865000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Over/ Under Performance
31/12/2020,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,34830733,9656000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Over/ Under Performance
31/12/2020,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34830730,11557000.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Over/ Under Performance
31/12/2020,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,34830712,16370920.0,NETH 09 - December.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec NHS Trust-Contract Baseline
30/11/2020,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,34566985,-271939.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,Building Contracts
30/11/2020,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34703597,-198902.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
30/11/2020,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659901,-76050.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,C&M-GMS Prem Actual Rent
30/11/2020,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,34566985,-54387.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,Building Contracts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-15013.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Pension ERs Adjustments
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-10547.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Pension EEs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659901,-4202.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Pension ERs Adjustments
30/11/2020,PRC DELEGATED CO-COMMISSIONING,SPITALFIELDS GMS PRACTICE,34659901,-3725.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Pension EEs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-2642.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME - GMS GP Prior Year ERs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-2416.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Pension EEs Adjustments
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-1708.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME-GMS GP Prior Year EEs
30/11/2020,BALANCE SHEET,HMRC,34589831,-556.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,Statutory Mat Pay < 1 yr
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659829,-373.0,NETH 08 - November.pdf.csv,-1,NHS Tower Hamlets CCG,ME - GMS TPS Added Years Adj EEs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,12.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS OOH Opt Outs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,28.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS OOH Opt Outs
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,50.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Water Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34513730,66.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Water Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,75.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M- PCN DES CARE HOME PREMIUM
30/11/2020,PRC DELEGATED CO-COMMISSIONING,BARKANTINE PRACTICE,34513730,101.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Clinical Waste
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,104.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Clinical Waste
30/11/2020,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,123.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Clinical Waste
30/11/2020,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,139.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Water Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,140.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,BALANCE SHEET,HMRC,34589831,169.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,Post Graduate Loan Payable
30/11/2020,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,169.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,189.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Clinical Waste
30/11/2020,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF TOWER HAMLETS,34566826,210.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,Cont Care- Palliative Care
30/11/2020,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,264.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Minor Surgery
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,34659838,280.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,308.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Minor Surgery
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,315.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,ME-GMS GP Pension EEs Adjustments
30/11/2020,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,345.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,392.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,420.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,432.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,439.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Water Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,457.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M- PCN DES CARE HOME PREMIUM
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,487.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,ME-GMS GP Pension ERs Adjustments
30/11/2020,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,487.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M- PCN DES CARE HOME PREMIUM
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,539.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,540.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,562.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M- PCN DES CARE HOME PREMIUM
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,563.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,567.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,STROUDLY WALK,34659907,612.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,612.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,POLLARD ROW SURGERY,34513733,654.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS PCN DES Participation
30/11/2020,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34485769,762.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
30/11/2020,PRC DELEGATED CO-COMMISSIONING,TREDEGAR MEDICAL SURGERY,34659918,781.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,797.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR S RANA-MASSON,34659853,807.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,809.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,836.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,STROUTS PLACE MEDICAL CENTRE,34659910,840.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,849.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCO Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ST PAULS WAY MEDICAL CENTRE,34513737,865.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS Prem Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,897.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,951.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,969.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,1005.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M- PCN DES CARE HOME PREMIUM
30/11/2020,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,1017.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,1029.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Addtl Staff Paymts
30/11/2020,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,1044.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND MEDICAL CENTRE,34513732,1116.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,1120.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,1120.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,HARLEY GROVE MEDICAL CENTRE,34659869,1173.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Other Baseline Adjustment
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ST STEPHENS HEALTH CENTRE LONDON,34659916,1208.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Other
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DOCKLANDS MEDICAL CENTRE LONDON,34659838,1219.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,1239.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659831,1260.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,BETHNAL GREEN HEALTH CENTRE,34659805,1263.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ABERFELDY STREET PRACTICE,34659809,1275.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ALBION HEALTH CENTRE,34659815,1276.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Minor Surgery
30/11/2020,PRC DELEGATED CO-COMMISSIONING,BLITHEHALE MEDICAL CENTRE,34659824,1332.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Water Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,1380.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Healthcentre Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,HARFORD HEALTH CENTRE,34659864,1392.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,WAPPING HEALTH CENTRE,34659919,1485.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34566785,1514.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,Hcare Srv Rec Fdtn Trust-Over/ Under Performance
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CHRISP STREET HEALTH CENTRE,34659831,1540.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Minor Surgery
30/11/2020,PRC DELEGATED CO-COMMISSIONING,LIMEHOUSE PRACTICE,34659889,1574.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,GROVE ROAD SURGERY,34659876,1612.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS QOF Aspiration
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,1615.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,ISLAND HEALTH,34659881,1623.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,DR N SELVAN,34659846,1680.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS DES Learn Dsblty Hlth Chk
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,1680.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCO Locum Sickness
30/11/2020,PRC DELEGATED CO-COMMISSIONING,CITY WELLBEING PRACTICE,34679294,1694.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS Prem Rates
30/11/2020,PRC DELEGATED CO-COMMISSIONING,AT MEDICS LTD WHITECHAPEL HEALTH CENTRE,34513739,1721.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-APMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,MISSION PRACTICE,34659893,1792.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,JUBILEE STREET PRACTICE,34659886,1891.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS PCN DES Participation
30/11/2020,PRC DELEGATED CO-COMMISSIONING,RUSTON STREET CLINIC,34659897,1899.0,NETH 08 - November.pdf.csv,1,NHS Tower Hamlets CCG,C&M-GMS QOF Aspiration
