transactionnumber,date,expensetype,expensearea,supplier,amount,file,negative
2141117,2020-09-23 00:00:00,PROPERTY RENTS,KINGS GEORGE SATELLITE DIALYSIS UNIT,BARKING HAVERING & REDBRIDGE HOSPITALS NHS TRUST,99594.0,BART 06 - September.xlsx,1
2141119,2020-09-23 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,SITE MANAGEMENT - SBH,EAST LONDON NHS FOUNDATION TRUST,35000.0,BART 06 - September.xlsx,1
2141119,2020-09-23 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,SITE MANAGEMENT - SBH,EAST LONDON NHS FOUNDATION TRUST,105000.0,BART 06 - September.xlsx,1
2141119,2020-09-23 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,SITE MANAGEMENT - SBH,EAST LONDON NHS FOUNDATION TRUST,35000.0,BART 06 - September.xlsx,1
2141120,2020-09-23 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,GREAT ORMOND ST HOSPITAL FOR CHILDREN NHS TRUST,344646.0,BART 06 - September.xlsx,1
2141123,2020-09-23 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,143802.0,BART 06 - September.xlsx,1
2141132,2020-09-23 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),54800.0,BART 06 - September.xlsx,1
2141132,2020-09-23 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),302303.0,BART 06 - September.xlsx,1
2141132,2020-09-23 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),91931.0,BART 06 - September.xlsx,1
2141133,2020-09-23 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,UNIVERSITY COLLEGE LONDON NHS FOUNDATION  TRUST,327165.0,BART 06 - September.xlsx,1
2141140,2020-09-23 00:00:00,ANAESTHETIC EQUIPMENT & ACCESSORIES,CARDIAC THEATRES,PULMONX INTERNATIONAL SARL,25760.0,BART 06 - September.xlsx,1
2141189,2020-09-25 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,PHOENIX HEALTHCARE DISTRIBUTION LTD,26150.0,BART 06 - September.xlsx,1
2141192,2020-09-25 00:00:00,BUILDINGS / STRUCTURE,MEDICAL GAS AIR PAHSE 2 - BLM 69,K&H MEDICAL LTD,26974.0,BART 06 - September.xlsx,1
2141254,2020-09-25 00:00:00,BUILDINGS / STRUCTURE,PRESCOT ST RELOCATION MOVE,ME CONSTRUCTION LTD,229216.0,BART 06 - September.xlsx,1
2141255,2020-09-25 00:00:00,OFFICE & IT EQUIPMENT,IONM  SYSTEM,PCS BUSINESS SYSTEMS LTD,31250.0,BART 06 - September.xlsx,1
2141257,2020-09-25 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CUSA MACHINE -   MDG 20/21,INTEGRA NEUROSCIENCES,93224.0,BART 06 - September.xlsx,1
2141275,2020-09-25 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,30752.0,BART 06 - September.xlsx,1
2141278,2020-09-25 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY DISPENSARY STOCK,AAH,29296.0,BART 06 - September.xlsx,1
2141278,2020-09-25 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,97047.0,BART 06 - September.xlsx,1
2141281,2020-09-25 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,126000.0,BART 06 - September.xlsx,1
2141323,2020-09-25 00:00:00,SOFTWARE MAINTENANCE,SERVER,INSIGHT DIRECT UK LTD,76926.0,BART 06 - September.xlsx,1
2141367,2020-09-25 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 06 - September.xlsx,1
2141367,2020-09-25 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,30127.0,BART 06 - September.xlsx,1
2141367,2020-09-25 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 06 - September.xlsx,1
2141375,2020-09-25 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,200049.0,BART 06 - September.xlsx,1
2141390,2020-09-25 00:00:00,NHS PROPERTY SLA,ESTATES NHS PROPERTY SLA,NHS PROPERTY SERVICES LTD,50852.0,BART 06 - September.xlsx,1
2141394,2020-09-25 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CARDIAC THEATRES,INTUITIVE SURGICAL LTD,165000.0,BART 06 - September.xlsx,1
3765,2020-09-30 00:00:00,OTHER EXPENSES,TRUST SOFT FM CONTRACT,SERCO LTD,5870224.0,BART 06 - September.xlsx,1
2141427,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,134784.0,BART 06 - September.xlsx,1
2141427,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,JANSSEN-CILAG LTD,25764.0,BART 06 - September.xlsx,1
2141447,2020-09-30 00:00:00,LATE PAYMENT CHARGES ,TELEPHONY & UNIFIED COMMUNICATIONS,BRITISH TELECOMMUNICATION,42301.0,BART 06 - September.xlsx,1
2141447,2020-09-30 00:00:00,LATE PAYMENT CHARGES ,TELEPHONY & UNIFIED COMMUNICATIONS,BRITISH TELECOMMUNICATION,43104.0,BART 06 - September.xlsx,1
2141493,2020-09-30 00:00:00,PROPERTY RENTS,ACCOMMODATION,WHITECHAPEL MISSION,30556.0,BART 06 - September.xlsx,1
2141494,2020-09-30 00:00:00,OTHER EXPENSES,DIVISION 1,QUEEN MARY UNIVERSITY OF LONDON,224630.0,BART 06 - September.xlsx,1
2141526,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,CELGENE INTERNATIONAL SARL,74700.0,BART 06 - September.xlsx,1
2141532,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,46079.0,BART 06 - September.xlsx,1
2141532,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,223056.0,BART 06 - September.xlsx,1
2141583,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,84000.0,BART 06 - September.xlsx,1
2141583,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,CSL BEHRING,138600.0,BART 06 - September.xlsx,1
2141585,2020-09-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,RESTART NHS - NEURO ONCOLOGY MICROSCOPE,LEICA MICROSYSTEMS UK LTD,69994.0,BART 06 - September.xlsx,1
2141586,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,WXH PHARMACY DISPENSARY STOCK,NOVARTIS CONSUMER HEALTH,33778.0,BART 06 - September.xlsx,1
2141592,2020-09-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,PHILIPS HEALTHCARE UK,25060.0,BART 06 - September.xlsx,1
2141616,2020-09-30 00:00:00,RECRUITMENT EXPENSES,TEMPORARY RECRUITMENT,PULSE HEALTHCARE LTD,40500.0,BART 06 - September.xlsx,1
2141616,2020-09-30 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,128959.0,BART 06 - September.xlsx,1
2141616,2020-09-30 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,230350.0,BART 06 - September.xlsx,1
2141621,2020-09-30 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,CURRIE AND BROWN,87640.0,BART 06 - September.xlsx,1
2141708,2020-09-30 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,929936.0,BART 06 - September.xlsx,1
2141708,2020-09-30 00:00:00,RATES,RATES & RENTS - RLH,LONDON BOROUGH OF TOWER HAMLETS,43890.0,BART 06 - September.xlsx,1
2141708,2020-09-30 00:00:00,RATES,RATES & RENTS - MEH,LONDON BOROUGH OF TOWER HAMLETS,39678.0,BART 06 - September.xlsx,1
2141725,2020-09-30 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,58950.0,BART 06 - September.xlsx,1
2141735,2020-09-30 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,414239.0,BART 06 - September.xlsx,1
2141737,2020-09-30 00:00:00,OTHER EXPENSES,GRAHAME HAYTON UNIT,EAST LONDON NHS FOUNDATION TRUST,28899.0,BART 06 - September.xlsx,1
2141737,2020-09-30 00:00:00,OTHER EXPENSES,URGENT CARE CENTRE,EAST LONDON NHS FOUNDATION TRUST,132876.0,BART 06 - September.xlsx,1
2141745,2020-09-30 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,NORTH EAST LONDON NHS FOUNDATION TRUST,136437.0,BART 06 - September.xlsx,1
2141746,2020-09-30 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,98426.0,BART 06 - September.xlsx,1
2141752,2020-09-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),54796.0,BART 06 - September.xlsx,1
2141752,2020-09-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),373981.0,BART 06 - September.xlsx,1
2141752,2020-09-30 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),87160.0,BART 06 - September.xlsx,1
2141760,2020-09-30 00:00:00,MEDICAL & SURGICAL EQUIPMENT,CONTRAST ENHANCED SPECTRAL MAMMOGRAPHY EQUIPMENT,HOLOGIC LTD,63600.0,BART 06 - September.xlsx,1
2141954,2020-10-02 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,35298.0,BART 07 - October.xlsx,1
2141897,2020-10-02 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,NEWHAM CCG MSK,AMPLITUDE CLINICAL SERVICES LTD,46947.0,BART 07 - October.xlsx,1
2141971,2020-10-02 00:00:00,SOFT FM - PATIENT CATERING,SITE MANAGEMENT - NGH COVID19,COMPASS GROUP UK & IRELAND,336000.0,BART 07 - October.xlsx,1
2141895,2020-10-02 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,CURRIE AND BROWN,73050.0,BART 07 - October.xlsx,1
2141812,2020-10-02 00:00:00,MEDICAL & SURGICAL EQUIPMENT,RESTART NHS - SONOSITE ULTRASOUND SCANNER,FUJIFILM SONOSITE LTD,29766.0,BART 07 - October.xlsx,1
2141777,2020-10-02 00:00:00,BUILDINGS / STRUCTURE,RESTART NHS -  ED RESUS   WORKS,INIGO CONTRACT SERVICES LTD,428413.0,BART 07 - October.xlsx,1
2141917,2020-10-02 00:00:00,SPECIALIST BED/MATRESSES,SITE MANAGEMENT - NUH,LINET UK,42079.0,BART 07 - October.xlsx,1
2141917,2020-10-02 00:00:00,BED MAINTENANCE,SITE MANAGEMENT - SBH,LINET UK,151555.0,BART 07 - October.xlsx,1
3771,2020-10-02 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,195850.0,BART 07 - October.xlsx,1
2141942,2020-10-02 00:00:00,NON-CLINICAL CONTRACT SERVICES,OPHTHAL - MEDICAL STAFF,ROYAL NATIONAL INSTITUTE FOR THE BLIND,29776.0,BART 07 - October.xlsx,1
2141799,2020-10-02 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,221235.0,BART 07 - October.xlsx,1
2141799,2020-10-02 00:00:00,HIRE OF TRANSPORT,TRUST PATIENT TRANSPORT,SWISS POST SOLUTIONS LTD,27637.0,BART 07 - October.xlsx,1
2141799,2020-10-02 00:00:00,POSTAGE,POSTAGE - RLH,SWISS POST SOLUTIONS LTD,77136.0,BART 07 - October.xlsx,1
2142164,2020-10-07 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,165892.0,BART 07 - October.xlsx,1
2142216,2020-10-07 00:00:00,WATER,ENERGY & UTILITIES - RLH,ADSM PLC,45684.0,BART 07 - October.xlsx,1
2142345,2020-10-07 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,ARMSTRONG MEDICAL LTD,71611.0,BART 07 - October.xlsx,1
2142345,2020-10-07 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,ARMSTRONG MEDICAL LTD,89479.0,BART 07 - October.xlsx,1
2142345,2020-10-07 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - SBH,ARMSTRONG MEDICAL LTD,116299.0,BART 07 - October.xlsx,1
2142137,2020-10-07 00:00:00,MEDICAL & SURGICAL EQUIPMENT,MES DURABLES 20/21,CAPITAL HOSPITALS LTD,139518.0,BART 07 - October.xlsx,1
2142212,2020-10-07 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - NUH,DRAEGER MEDICAL UK LTD,58480.0,BART 07 - October.xlsx,1
2142173,2020-10-07 00:00:00,ELECTRICITY,ENERGY & UTILITIES - NUH,EDF ENERGY,235891.0,BART 07 - October.xlsx,1
2142173,2020-10-07 00:00:00,ELECTRICITY,ENERGY & UTILITIES - NUH,EDF ENERGY,126388.0,BART 07 - October.xlsx,1
2142173,2020-10-07 00:00:00,ELECTRICITY,ENERGY & UTILITIES - MEH,EDF ENERGY,31023.0,BART 07 - October.xlsx,1
2142173,2020-10-07 00:00:00,ELECTRICITY,ENERGY & UTILITIES - RLH,EDF ENERGY,32261.0,BART 07 - October.xlsx,1
2142173,2020-10-07 00:00:00,ELECTRICITY,ENERGY & UTILITIES - MEH,EDF ENERGY,29868.0,BART 07 - October.xlsx,1
2142264,2020-10-07 00:00:00,ESTATES SERVICES CONTRACTS,PRESCOT STREET RELOCATION PROJECT,ESSENTIA TRADING LTD,30055.0,BART 07 - October.xlsx,1
2142188,2020-10-07 00:00:00,STATIONERY - GENERAL,NUH OPD,IRON MOUNTAIN (UK) LTD,55018.0,BART 07 - October.xlsx,1
2142085,2020-10-07 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,LONDON INTERNATIONAL EXHIBITION CENTRE PLC,290000.0,BART 07 - October.xlsx,1
2142017,2020-10-07 00:00:00,NON-CLINICAL CONTRACT SERVICES,COVID-19 - CORPORATE,MBI HEALTH CONSULTING LTD,44460.0,BART 07 - October.xlsx,1
2142132,2020-10-07 00:00:00,DUAL CHAMBER PACING,PHYSIOLOGISTS,MEDTRONIC LTD,157080.0,BART 07 - October.xlsx,1
2142161,2020-10-07 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - WXH,NFI DIET LTD,93092.0,BART 07 - October.xlsx,1
2142161,2020-10-07 00:00:00,STAFF PROTECTIVE CLOTHING,COVID19 STORE - RLH,NFI DIET LTD,30752.0,BART 07 - October.xlsx,1
2142197,2020-10-07 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,71591.0,BART 07 - October.xlsx,1
2142197,2020-10-07 00:00:00,BANK PARTNERS CREDITOR,BH CURRENT LIABILITIES - FEEDERS,PULSE HEALTHCARE LTD,296514.0,BART 07 - October.xlsx,1
2142193,2020-10-07 00:00:00,LAB REAGENTS & CHEMICALS,VIROLOGY,QIAGEN LTD,59596.0,BART 07 - October.xlsx,1
2142215,2020-10-07 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,QMED PHARMACEUTICALS LTD,40524.0,BART 07 - October.xlsx,1
2142250,2020-10-07 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,39739.0,BART 07 - October.xlsx,1
2142250,2020-10-07 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY CHEMO STOCK,QUALASEPT LTD T/A BATH ASU,33069.0,BART 07 - October.xlsx,1
2142082,2020-10-07 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,GASTROENTEROLOGY,QUEEN MARY UNIVERSITY OF LONDON,58800.0,BART 07 - October.xlsx,1
2142267,2020-10-07 00:00:00,CONTRACT REMEDIAL WORKS,MAINTENANCE WORKS - MEH,SHASTID ENERGY,29039.0,BART 07 - October.xlsx,1
2142121,2020-10-07 00:00:00,STATIONERY - GENERAL,COVID-19 - ESTATES,TECHNIFORM GRAPHICS LTD,30240.0,BART 07 - October.xlsx,1
2142588,2020-10-09 00:00:00,COMPUTER SOFTWARE,PROCUREMENT AND E-COMMERCE,ADVISEINC LTD,27600.0,BART 07 - October.xlsx,1
2142560,2020-10-09 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,108480.0,BART 07 - October.xlsx,1
2142560,2020-10-09 00:00:00,JAC SINGLE STOCK SYSTEM,RLH PHARMACY STORE STOCK,ALLOGA UK LTD,180000.0,BART 07 - October.xlsx,1
2142524,2020-10-09 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,COVID19 COSTS - RLH,B BRAUN AVITUM UK LTD,35596.0,BART 07 - October.xlsx,1
3786,2020-10-09 00:00:00,OTHER EXPENSES,PFI FM SERVICES,CAPITAL HOSPITALS LTD,1318853.0,BART 07 - October.xlsx,1
3786,2020-10-09 00:00:00,OBLIGATIONS UNDER FINANCE LEASES; DUE AFTER MORE THAN ONE YEAR (PFI NEW BUILD ASSETS),LIABILITIES,CAPITAL HOSPITALS LTD,898327.0,BART 07 - October.xlsx,1
2142553,2020-10-09 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,ETA PROJECTS LTD,27250.0,BART 07 - October.xlsx,1
2142446,2020-10-09 00:00:00,CONSULTANTS FEES (BUILD),WHIPPS CROSS REDEVELPOPMENT DESIGN,FLEET INSULATION CO LTD,27787.0,BART 07 - October.xlsx,1
2142436,2020-10-09 00:00:00,LAB EQUIPMENT,BLOOD TRANSFUSION LAB,HAEMONETICS UK LTD,63236.0,BART 07 - October.xlsx,1
2142421,2020-10-09 00:00:00,PURCHASE HEALTHCARE FROM NON-NHS,ENT MEDICAL STAFF,HCA INT LTD,177970.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,32292.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,36127.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,27832.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 07 - October.xlsx,1
2142572,2020-10-09 00:00:00,DRUGS: HOMECARE PASSTHROUGH,HOMECARE DRUGS RECHARGE,HEALTHCARE AT HOME LTD,48438.0,BART 07 - October.xlsx,1
2142441,2020-10-09 00:00:00,PFI UC OTHER SERVICE PAYMENTS,PFI UNITARY FEE,HEALTHCARE SUPPORT (NEWHAM) LTD,587315.0,BART 07 - October.xlsx,1
2142441,2020-10-09 00:00:00,PFI UC MSP ESTATES SERVICES,PFI UNITARY FEE,HEALTHCARE SUPPORT (NEWHAM) LTD,94007.0,BART 07 - October.xlsx,1
2142592,2020-10-09 00:00:00,R&D: LCRN PAYMENTS: OTHER TRUSTS,NORTH THAMES CRN 2020/21 ,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,123818.0,BART 07 - October.xlsx,1
2142500,2020-10-09 00:00:00,STATIONERY - GENERAL,NUH HEALTH RECORDS,IRON MOUNTAIN (UK) LTD,56308.0,BART 07 - October.xlsx,1
2142480,2020-10-09 00:00:00,SOFT FM - CLEANING,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,94892.0,BART 07 - October.xlsx,1
2142480,2020-10-09 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,296897.0,BART 07 - October.xlsx,1
2142480,2020-10-09 00:00:00,MINOR CONTRACTED WORKS,SITE MANAGEMENT - NGH COVID19,ISS MEDICLEAN LTD,136392.0,BART 07 - October.xlsx,1
2142484,2020-10-09 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,MINDRAY (UK) LTD,1379124.0,BART 07 - October.xlsx,1
2142484,2020-10-09 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,MINDRAY (UK) LTD,101300.0,BART 07 - October.xlsx,1
2142484,2020-10-09 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,MINDRAY (UK) LTD,62331.0,BART 07 - October.xlsx,1
2142484,2020-10-09 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT - RLH,MINDRAY (UK) LTD,1130987.0,BART 07 - October.xlsx,1
2142487,2020-10-09 00:00:00,MEDICAL & SURGICAL EQUIPMENT,COVID 19 EQUIPMENT -  WXH,PHILIPS HEALTHCARE UK,125302.0,BART 07 - October.xlsx,1
2142438,2020-10-09 00:00:00,LAB EQUIPMENT,IMMUNOPHENOTYPING,ROCHE DIAGNOSTICS LTD,847943.0,BART 07 - October.xlsx,1
2142440,2020-10-09 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,ROCHE PRODUCTS LTD,195264.0,BART 07 - October.xlsx,1
3774,2020-10-09 00:00:00,FINANCE LEASE INTEREST,INTEREST,STRETTONS,314996.0,BART 07 - October.xlsx,1
3774,2020-10-09 00:00:00,FINANCE LEASE INTEREST,INTEREST,STRETTONS,55500.0,BART 07 - October.xlsx,1
3774,2020-10-09 00:00:00,FINANCE LEASE INTEREST,INTEREST,STRETTONS,75000.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),35028.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),38547.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,ATTICUS STOCK PURCHASES,BH CURRENT ASSETS,SUPPLY CHAIN COORDINATION LTD (SCCL),41469.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),37321.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),315845.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),93629.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),291963.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),293872.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),48699.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),274900.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),71440.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),62973.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),309948.0,BART 07 - October.xlsx,1
2142596,2020-10-09 00:00:00,NHS SUPPLY CHAIN DELIVERY CREDITOR,BH CURRENT LIABILITIES - FEEDERS,SUPPLY CHAIN COORDINATION LTD (SCCL),100781.0,BART 07 - October.xlsx,1
2142808,2020-10-14 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,AAH,41280.0,BART 07 - October.xlsx,1
2142737,2020-10-14 00:00:00,DIALYSIS CONSUMABLES,CAPD - RENAL,BAXTER HEALTHCARE LTD,27738.0,BART 07 - October.xlsx,1
2142958,2020-10-14 00:00:00,JAC SINGLE STOCK SYSTEM,SBH PHARMACY STORE STOCK,BRISTOL MYERS SQUIBB PHARMACEUTICALS LTD,123224.0,BART 07 - October.xlsx,1
