ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,expensetypoe
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS PCN DES Participation,HOMELESS HEALTH CIC,32288073,65.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMISSIONING RESERVE,Printing Design Costs,RIVINGTON PRESS LTD (THE),32288073,25439.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMISSIONING RESERVE,Hotel And Accomodation Costs,HOLIDAY INN LONDON-WEMBLEY,32297486,233640.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMISSIONING SCHEMES,Clinical&Medical-Independent Sector,CENTRAL LONDON HEALTHCARE,32297525,234541.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMISSIONING SCHEMES,Clinical&Medical-Independent Sector,SWPCH,32303691,114115.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMISSIONING SCHEMES,Clinical&Medical-Independent Sector,SWPCH,32303697,29258.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,CAVENDISH HEALTH CENTRE,32303699,49690.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,CAVENDISH HEALTH CENTRE,32312359,1476.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,CAVENDISH HEALTH CENTRE,32312359,940.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCO Locum Adop/Pat/Mat,CAVENDISH HEALTH CENTRE,32312359,12703.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,CAVENDISH HEALTH CENTRE,32312359,10431.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,CAVENDISH HEALTH CENTRE,32312359,2976.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME - PMS GP Prior Year ERs,CAVENDISH HEALTH CENTRE,32312359,193.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Prior Year AVCs,CAVENDISH HEALTH CENTRE,32312359,110.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Prior Year EEs,CAVENDISH HEALTH CENTRE,32312359,181.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PCN DES Support Payment,LISSON GROVE HEALTH CENTRE,32312359,16848.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,LISSON GROVE HEALTH CENTRE,32312361,64736.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Extended Hours Access,LISSON GROVE HEALTH CENTRE,32312361,8106.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,LISSON GROVE HEALTH CENTRE,32312361,3927.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Clinical Director,LISSON GROVE HEALTH CENTRE,32312361,4036.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-PMS PCN DES PCN support,LISSON GROVE HEALTH CENTRE,32312361,8386.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,LISSON GROVE HEALTH CENTRE,32312361,1269.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Actual Rent,LISSON GROVE HEALTH CENTRE,32312361,30132.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,LISSON GROVE HEALTH CENTRE,32312361,5259.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,PADDINGTON GREEN HEALTH CENTRE,32312361,77492.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,PADDINGTON GREEN HEALTH CENTRE,32312362,4951.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCN DES Participation,PADDINGTON GREEN HEALTH CENTRE,32312362,1493.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Actual Rent,PADDINGTON GREEN HEALTH CENTRE,32312362,59606.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,PADDINGTON GREEN HEALTH CENTRE,32312362,5376.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,PADDINGTON GREEN HEALTH CENTRE,32312362,6350.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension AVCs,PADDINGTON GREEN HEALTH CENTRE,32312362,6.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension EEs Adjs - PMS,PADDINGTON GREEN HEALTH CENTRE,32312362,186.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-PMS GP Pension ERs Adjs - PMS,PADDINGTON GREEN HEALTH CENTRE,32312362,24.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,32312362,29174.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,32322307,-60969.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,COMMISSIONING - NON ACUTE,Basic Sal-Rechgs to-from Other NHS,NHS BRENT CCG,32322329,57628.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,CONTRACT MANAGEMENT,Basic Sal-Rechgs to-from Other NHS,NHS BRENT CCG,32322365,141037.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRIMARY CARE IT,Basic Sal-Rechgs to-from Other NHS,NHS BRENT CCG,32322365,27396.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,NCAS/OATS,Hcare Srv Rec NHS Trust-Non Contract,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32322365,62804.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,NCAS/OATS,Hcare Srv Rec NHS Trust-Non Contract,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32322397,37135.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,BARTS HEALTH NHS TRUST,32322398,114682.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,32334170,132844.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32334176,4411905.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMUNITY SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,32334179,1548670.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,32334181,2039497.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,32334182,1627828.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,32334185,5512982.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,32334188,113311.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,AMBULANCE SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON AMBULANCE SERVICE NHS TRUST,32334190,1122152.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMUNITY SERVICES,Hcare Srv Rec NHS Trust-Contract Baseline,LONDON NORTH WEST HEALTHCARE NHS TRUST,32334193,96589.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,32334195,107029.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,EAST LONDON NHS FOUNDATION TRUST,32334197,44091.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,32334198,56542.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL FREE LONDON NHS FOUNDATION TRUST,32334199,397848.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,32334200,28556.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,32334201,58255.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,32334202,56770.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,32334203,54257.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),32334204,88639.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,32334205,1815750.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,WHITTINGTON HOSPITAL NHS TRUST (THE),32334207,36438.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,Apprenticeship Levy Payable,HMRC,32334208,2282.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,Income tax <1Yr,HMRC,32336994,120637.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,Income tax <1Yr-Student Loans,HMRC,32336994,3470.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,National Insurance < 1 yr-NI- ERS,HMRC,32336994,80758.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,National Insurance < 1 yr-NI-EES,HMRC,32336994,55880.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,Post Graduate Loan Payable,HMRC,32336994,181.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,BALANCE SHEET,Statutory Mat Pay < 1 yr,HMRC,32336994,-5856.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,32336994,60969.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,32341870,-165354.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,WHEELCHAIR SERVICE,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,32341876,61920.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,HEALTHSHARE LTD,32341882,233333.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,BARTS HEALTH NHS TRUST,32341897,-69673.0,NWCL 02 - May.pdf.csv,-1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Contract Value,SOHO SQUARE GENERAL PRACTICE,32341901,34649.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,BELGRAVIA SURGERY,32378151,60907.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,BELGRAVIA SURGERY,32402808,1096.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,BELGRAVIA SURGERY,32402808,3577.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR ABOUZEKRY,32402808,25279.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR ABOUZEKRY,32402810,460.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Healthcentre Rent,DR ABOUZEKRY,32402810,11556.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR ABOUZEKRY,32402810,2129.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR G AHMED,32402810,30233.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR G AHMED,32402812,547.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR G AHMED,32402812,2129.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR VICTORIA MUIRS PRACTICE,32402812,1090.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR VICTORIA MUIRS PRACTICE,32402818,64145.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR VICTORIA MUIRS PRACTICE,32402818,1222.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR VICTORIA MUIRS PRACTICE,32402818,3333.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR VICTORIA MUIRS PRACTICE,32402818,3397.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR VICTORIA MUIRS PRACTICE,32402818,84.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR VICTORIA MUIRS PRACTICE,32402818,5663.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,FITZROVIA MEDICAL CENTRE,32402818,961.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,FITZROVIA MEDICAL CENTRE,32402820,54299.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,FITZROVIA MEDICAL CENTRE,32402820,1053.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,FITZROVIA MEDICAL CENTRE,32402820,142.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,FITZROVIA MEDICAL CENTRE,32402820,2311.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,IMPERIAL COLLEGE HEALTH CENTRE,32402820,176.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,IMPERIAL COLLEGE HEALTH CENTRE,32402822,84013.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,IMPERIAL COLLEGE HEALTH CENTRE,32402822,1576.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,IMPERIAL COLLEGE HEALTH CENTRE,32402822,28816.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,IMPERIAL COLLEGE HEALTH CENTRE,32402822,2097.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,LITTLE VENICE MEDICAL CENTRE,32402822,2259.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,LITTLE VENICE MEDICAL CENTRE,32402826,37807.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,LITTLE VENICE MEDICAL CENTRE,32402826,726.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,LITTLE VENICE MEDICAL CENTRE,32402826,26333.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,LITTLE VENICE MEDICAL CENTRE,32402826,6738.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,LITTLE VENICE MEDICAL CENTRE,32402826,279.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,LITTLE VENICE MEDICAL CENTRE,32402826,2685.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,MAIDA VALE MEDICAL CENTRE (THE),32402826,211.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MAIDA VALE MEDICAL CENTRE (THE),32402829,48833.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MAIDA VALE MEDICAL CENTRE (THE),32402829,935.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,MAIDA VALE MEDICAL CENTRE (THE),32402829,4500.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MAIDA VALE MEDICAL CENTRE (THE),32402829,2923.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SOHO SQUARE SURGERY,32402829,24888.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,SOHO SQUARE SURGERY,32402832,445.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SOHO SQUARE SURGERY,32402832,991.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,PIMLICO HEALTH AT THE MARVEN SURGERY,32402832,702.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,101361.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,1966.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,15350.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,9467.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,667.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,86.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,8160.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,19.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,PIMLICO HEALTH AT THE MARVEN SURGERY,32402836,17.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,CRAWFORD STREET SURGERY,32402836,230.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,CRAWFORD STREET SURGERY,32402838,40360.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,CRAWFORD STREET SURGERY,32402838,723.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,CRAWFORD STREET SURGERY,32402838,24375.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,CRAWFORD STREET SURGERY,32402838,4189.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,CRAWFORD STREET SURGERY,32402838,41.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,CRAWFORD STREET SURGERY,32402838,2068.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRESCRIBING,C&M-GMS Cost of Drugs -Prescribing,MEDICAL CENTRE WOODFIELD ROAD,32402838,180.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MEDICAL CENTRE WOODFIELD ROAD,32406473,32501.0,NWCL 02 - May.pdf.csv,1,
NHS Central London CCG,31-May-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MEDICAL CENTRE WOODFIELD ROAD,32406473,620.0,NWCL 02 - May.pdf.csv,1,
