ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,expsenearea
NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR VK WINAYAK,33825410,4974.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,GROVE VILLAGE MEDICAL CENTRE,33825415,5040.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GROVE VILLAGE MEDICAL CENTRE,33825415,5064.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825430,5127.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREEN PRACTICE HOUNSLOW,33924225,5160.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,E'ers NHI-Very Senior Manager,CEO/ BOARD OFFICE,NHS HAMMERSMITH AND FULHAM CCG,34067881,5319.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS PCO Other,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,33909374,5497.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,33909413,5539.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHESTNUT PRACTICE,33909366,5608.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,33924240,5632.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,E'ers Pen-Very Senior Manager,CEO/ BOARD OFFICE,NHS HAMMERSMITH AND FULHAM CCG,34067881,5707.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,33909374,5711.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,33825440,5712.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR S HEFFERNAN,33909391,5785.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,33909422,5809.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,33909413,5858.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,33825432,6010.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR GM WILLIAMS,33825404,6039.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR GM WILLIAMS,33825404,6248.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SM LANE,33909403,6254.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HOLLY ROAD MEDICAL CENTRE,33825419,6310.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,33909426,6459.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR RM CHAMBERS,33909395,6875.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,33825428,7271.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,33825432,7316.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,33909397,7419.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR RK SINGH & PARTNERS HOUNSLOW,33909393,7536.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ARGYLE HEALTH ISLEWORTH LTD,33825432,7569.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR RK SINGH & PARTNERS HOUNSLOW,33909393,7795.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HOUNSLOW,33825436,7850.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rates,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,33909422,7943.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,PENTELOW PRACTICE,33909416,8778.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,PENTELOW PRACTICE,33909416,9081.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825430,10296.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,WILLOW PRACTICE,33825430,10651.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Basic Sal-Very Senior Manager,PROGRAMME PROJECTS,NHS HAMMERSMITH AND FULHAM CCG,34067881,13125.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,DR SM LANE,33909403,14695.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SK SEN,33909399,14949.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,33877510,15418.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,33909368,15844.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,33909374,18802.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR VE KUMARAN,33825413,19266.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,33924233,21746.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33877510,22266.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR SK SEN,33909399,22833.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BOC LTD,33912885,25049.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,33909376,25383.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR G VENKATESHAM,33909376,25788.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR GM WILLIAMS,33825404,26946.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,"Performance
Cont Care-Mental Health (65+)",CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33849117,27091.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Cont Care-Mental Health (65+),CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,33849131,27091.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Serv Recd-F Trsts,LEARNING DIFFICULTIES,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,33868352,28556.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,PENTELOW PRACTICE,33909416,28914.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS,33868323,29013.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,33909426,29239.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MB PATEL,33909384,29350.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Income tax <1Yr,BALANCE SHEET,HMRC,33877510,29667.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,SAFEGUARDING,LONDON BOROUGH OF HOUNSLOW,34067865,30000.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HOLLY ROAD MEDICAL CENTRE,33825419,30086.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR VK WINAYAK,33825410,30218.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,HOUNSLOW CONSORTIUM LTD,33963663,30930.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - SPECIALIST,"COLLABORATIVE
CYGNET HEALTHCARE LTD",33973128,31373.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33868314,31754.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,NHS 111,"COLLABORATIVE
LONDON CENTRAL & WEST UNSCHEDULED CARE",33973186,32196.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRENTFORD FAMILY PRACTICE,33909426,33175.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,OXLEAS NHS FOUNDATION TRUST,33868353,33239.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,OPTUM HEALTH SOLUTIONS (UK) LTD,33805888,34500.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,OPTUM HEALTH SOLUTIONS (UK) LTD,33912880,34500.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P GARCHA,33909385,35986.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,"TRUST
EPSOM & ST HELIER UNIVERSITY HOSPITALS NHS TRUST",33868319,36095.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,33909422,36308.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825430,36416.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MH MUZAFER,33909380,36849.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,33868346,37849.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Recharge : Received,PRIMARY CARE IT,NHS BRENT CCG,33807161,38279.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WILLOW PRACTICE,33825430,38759.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,33825438,39139.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Basic Sal-Very Senior Manager,CEO/ BOARD OFFICE,NHS HAMMERSMITH AND FULHAM CCG,34067881,39374.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,33868335,42149.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SKYWAYS MEDICAL CENTRE,33909424,42664.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MA MEAGHER,33909382,42769.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,OUT OF HOURS,LONDON CENTRAL & WEST UNSCHEDULED CARE,33973049,42857.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR VE KUMARAN,33825413,43629.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MG ETMINAN,33825406,43803.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,SOUTH WEST LONDON AND ST GEORGE`S MENTAL HEALTH,33868347,43829.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PRACTICE SERVICES LTD (THE),33806232,44507.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PRACTICE SERVICES LTD (THE),33849137,44507.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,33868351,44776.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,33825423,45257.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,KINGFISHER PRACTICE DR VJ PHILIP & PARTNER,33825423,46297.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,OMNES HEALTHCARE LTD,33912841,47920.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33868343,49002.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR C LYNCH,33909368,49355.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P GILL,33825408,50436.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SPECHT & PARTNERS,33924233,50445.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR N BURBIDGE,33924236,51112.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GROVE VILLAGE MEDICAL CENTRE,33825415,51418.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,ADVINIA CARE HOME LTD,33849133,51987.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH BEDFONT,33825434,52741.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,33868316,52857.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,REDWOOD PRACTICE DR P SHENTON & PARTNER,33825426,52940.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR P LUTHRA,33909388,53127.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,NON RECURRENT RESERVE,HMRC,33960321,55024.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,LONDON BOROUGH OF RICHMOND,33806329,55747.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,Mental Health Services - S117 Mental Health,TOTAL COMMUNITY CARE LTD,34067870,56376.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Over/ Under,ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,33849099,57068.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR AM CROWE,33909370,57114.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RM CHAMBERS,33909395,57872.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST DAVIDS PRACTICE DR S R KUMAR,33909418,58054.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Commercial Sector,PRIMARY CARE DEVELOPMENT,HOUNSLOW CONSORTIUM LTD,33806284,58667.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,"THERAPIES
PRC DELEGATED CO-COMMISSIONING",DR DJ MENDEL,33825402,59128.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR RK SINGH & PARTNERS HOUNSLOW,33909393,59619.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SM HUNT,33909401,59839.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,GREEN PRACTICE HOUNSLOW,33924225,62906.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR F MORAN & PARTNERS,33924240,63161.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR DP TRIPATHI,33909374,64377.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,33868345,65108.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HOUNSLOW MEDICAL CENTRE DR BC PATEL,33909413,65671.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,FRIMLEY HEALTH NHS FOUNDATION TRUST,33868321,66821.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Non-PFI Oprtng Lease-Bldgs-Lease Rent,CORPORATE COSTS & SERVICES,AVISON YOUNG,34067877,68112.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR S HEFFERNAN,33909391,68606.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHESTNUT PRACTICE,33909366,68681.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SM LANE,33909403,71557.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WEST4 GPS,33909422,71631.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH HESTON & GREAT WEST SURGERY,33825440,75422.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),33868344,78929.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FIRST CARE PRACTICE DR MAHMUD & PTRS,33909409,85927.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR SK MAYOR,33909397,86248.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HMC HEALTH FELTHAM,33825438,86700.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Independent Sector,OUT OF HOURS,"COLLABORATIVE
LONDON CENTRAL & WEST UNSCHEDULED CARE",33973056,86999.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Recharge : Received,PROGRAMME PROJECTS,NHS BRENT CCG,33807161,87010.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,LONDON BOROUGH OF RICHMOND,33806324,87479.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,LONDON BOROUGH OF RICHMOND,33806313,87557.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,CARE UK COMMUNITY PARTNERSHIPS LTD,33849120,87978.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARGYLE HEALTH ISLEWORTH LTD,33825432,95905.0,NWHO 06 - September.pdf.csv,1,
NHS Hounslow CCG,30-Sep-20,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST MARGARETS MEDICAL PRACTICE,33825428,103323.0,NWHO 06 - September.pdf.csv,1,
