date,expensetype,supplier,transactionnumber,amount,file,negative
23-DEC-2020 ,MISCELLANEOUS EXPENDITURE,UK0109551201 : Oticon Medical,SOI000345818,58200.0,KGST 11 - February.csv,1
10-FEB-2021 ,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,71993,85275.0,KGST 11 - February.csv,1
08-JAN-2021 ,GENERAL SUPPLIES AND SERVICES,UK0177133301 : Synergy Health UK Ltd T/A Steris,71285,84593.0,KGST 11 - February.csv,1
12-FEB-2021 ,PREMISES & FIXED PLANT,UK0187896301 : Corniche Construction Ltd,10514,168720.0,KGST 11 - February.csv,1
05-FEB-2021 ,COMPUTER MAINTENANCE - APPLICATION,UK0217499001 : Softcat Ltd,INV02822016,56838.0,KGST 11 - February.csv,1
19-JAN-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101863128,89149.0,KGST 11 - February.csv,1
19-JAN-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101863129,67473.0,KGST 11 - February.csv,1
01-FEB-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101872375,89149.0,KGST 11 - February.csv,1
01-FEB-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101872376,67473.0,KGST 11 - February.csv,1
01-FEB-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101872377,36341.0,KGST 11 - February.csv,1
19-JAN-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101863130,36341.0,KGST 11 - February.csv,1
15-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0254381801 : Gilead Sciences Ltd,4410197065,29587.0,KGST 11 - February.csv,1
18-JAN-2021 ,PREMISES & FIXED PLANT,UK0258575901 : Veolia Energy & Utility Services UK Plc,90269701,180186.0,KGST 11 - February.csv,1
15-DEC-2020 ,PREMISES & FIXED PLANT,UK0258575901 : Veolia Energy & Utility Services UK Plc,90267467,222810.0,KGST 11 - February.csv,1
10-FEB-2021 ,POSTAGE,UK0265832401 : Quadient UK Ltd,306619/ISS/139,59998.0,KGST 11 - February.csv,1
11-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0275960901 : Healthcare at Home Ltd,INUK290630.,33208.0,KGST 11 - February.csv,1
01-DEC-2020 ,COMPUTER MAINTENANCE - APPLICATION,UK0312872401 : Bighand Ltd,INV-BLTD-008202,51368.0,KGST 11 - February.csv,1
16-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0316925501 : Alloga UK Ltd,SIN103060821,27120.0,KGST 11 - February.csv,1
20-JAN-2021 ,CAPITAL SCHEME,UK0410415901 : Fujifilm Sonosite Ltd,384342,164507.0,KGST 11 - February.csv,1
14-JAN-2021 ,CAPITAL SCHEME,UK0410415901 : Fujifilm Sonosite Ltd,384262,42600.0,KGST 11 - February.csv,1
31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/10212213,62212.0,KGST 11 - February.csv,1
31-JAN-2021 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26412,30780.0,KGST 11 - February.csv,1
31-JAN-2021 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,26414,74225.0,KGST 11 - February.csv,1
31-JAN-2021 ,PREMISES & FIXED PLANT,UK0498231101 : The Richard Stephens Partnership Ltd,21012/2236,25912.0,KGST 11 - February.csv,1
11-DEC-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,4022,74311.0,KGST 11 - February.csv,1
08-DEC-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,4058,131356.0,KGST 11 - February.csv,1
26-JAN-2021 ,GENERAL SUPPLIES AND SERVICES,UK0685143801 : Myorb Ltd,KHFT-0002,96000.0,KGST 11 - February.csv,1
10-NOV-2020 ,COMPUTER HARDWARE,UK0714007301 : Inform Health Ltd,100440,27000.0,KGST 11 - February.csv,1
14-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051092399,203886.0,KGST 11 - February.csv,1
09-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051090564,203886.0,KGST 11 - February.csv,1
26-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051090615,203886.0,KGST 11 - February.csv,1
29-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121187066,55909.0,KGST 11 - February.csv,1
05-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121192436,56983.0,KGST 11 - February.csv,1
19-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121199410,79576.0,KGST 11 - February.csv,1
12-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121196654,42445.0,KGST 11 - February.csv,1
15-FEB-2021 ,PREMISES & FIXED PLANT,UK1179613201 : Advanced Living (Kingston) Ltd,17,33999.0,KGST 11 - February.csv,1
15-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,894466,72066.0,KGST 11 - February.csv,1
03-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,NHS000093C01 : NHS North Central London CCG,150003252/CREDIT,33800.0,KGST 12 - March.csv,1
05-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6479947,35922.0,KGST 12 - March.csv,1
09-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6482992,913904.0,KGST 12 - March.csv,1
04-AUG-2020 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6477142,29707.0,KGST 12 - March.csv,1
08-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,NHS0000RJ701 : St Georges Healthcare NHST,6483965,913904.0,KGST 12 - March.csv,1
28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0006253701 : Bunzl Retail & Healthcare Supplies Ltd,027/FEBRUARY21,46117.0,KGST 12 - March.csv,1
23-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK0012345801 : AAH Pharmaceuticals Ltd,JAN2021,175000.0,KGST 12 - March.csv,1
23-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0046136501 : Baxter Healthcare Ltd,21040475.,30011.0,KGST 12 - March.csv,1
01-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C332374,136868.0,KGST 12 - March.csv,1
12-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK0093504801 : Bayer plc,824C334912,136868.0,KGST 12 - March.csv,1
25-FEB-2021 ,SOFTWARE MAINTENANCE,UK0161697701 : Bytes Software Services Ltd,723276,65502.0,KGST 12 - March.csv,1
16-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0162248301 : CSL Behring UK Ltd,994030983,25200.0,KGST 12 - March.csv,1
12-FEB-2021 ,GENERAL SUPPLIES AND SERVICES,UK0165983701 : ISS Mediclean Ltd,SIN000059,1405114.0,KGST 12 - March.csv,1
15-FEB-2021 ,GENERAL SUPPLIES AND SERVICES,UK0165983701 : ISS Mediclean Ltd,SIN000061,104378.0,KGST 12 - March.csv,1
19-FEB-2021 ,CAPITAL SCHEME,UK0179958001 : CBRE Managed Services Ltd,S00860535,30000.0,KGST 12 - March.csv,1
19-FEB-2021 ,CAPITAL SCHEME,UK0179958001 : CBRE Managed Services Ltd,S00860543,33927.0,KGST 12 - March.csv,1
12-MAR-2021 ,PREMISES & FIXED PLANT,UK0187896301 : Corniche Construction Ltd,10535,37086.0,KGST 12 - March.csv,1
03-MAR-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402693323,222220.0,KGST 12 - March.csv,1
04-MAR-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402693563,56887.0,KGST 12 - March.csv,1
22-FEB-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,740689785,48669.0,KGST 12 - March.csv,1
03-FEB-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402684660,36569.0,KGST 12 - March.csv,1
03-FEB-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402684661,36569.0,KGST 12 - March.csv,1
26-FEB-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402691573,78823.0,KGST 12 - March.csv,1
19-JAN-2021 ,CAPITAL SCHEME,UK0208136901 : Dell Corporation Ltd,7402679494,35034.0,KGST 12 - March.csv,1
25-NOV-2019 ,CLINICAL SUPPLIES & SERVICES,UK0218213501 : Fresenius Kabi Ltd,913683980,89904.0,KGST 12 - March.csv,1
14-DEC-2020 ,WATER RATES ,UK0236666101 : Castle Water Ltd,0003064805,37623.0,KGST 12 - March.csv,1
05-MAR-2019 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101548536.,66176.0,KGST 12 - March.csv,1
02-MAR-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101884265,67473.0,KGST 12 - March.csv,1
02-MAR-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101884266,36341.0,KGST 12 - March.csv,1
02-MAR-2021 ,CAPITAL SCHEME,UK0251930501 : Cerner Ltd,101884264,89149.0,KGST 12 - March.csv,1
08-MAR-2021 ,CAPITAL SCHEME,UK0257985201 : Insight Direct UK Ltd,5209569,779737.0,KGST 12 - March.csv,1
15-FEB-2021 ,PREMISES & FIXED PLANT,UK0258575901 : Veolia Energy & Utility Services UK Plc,90273425,104618.0,KGST 12 - March.csv,1
08-MAR-2021 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15919287,94689.0,KGST 12 - March.csv,1
05-FEB-2021 ,PREMISES & FIXED PLANT,UK0279833401 : Corona Energy Retail 4 Ltd,15857570,110135.0,KGST 12 - March.csv,1
25-JAN-2021 ,CAPITAL SCHEME,UK0304095501 : KPS Southern Ltd,INV-10442,32954.0,KGST 12 - March.csv,1
11-MAR-2021 ,CAPITAL SCHEME,UK0304095501 : KPS Southern Ltd,INV-10446,25992.0,KGST 12 - March.csv,1
29-JAN-2021 ,PREMISES & FIXED PLANT,UK0307542701 : Bellrock Property & Facilities Man. Ltd,16586,28315.0,KGST 12 - March.csv,1
10-FEB-2021 ,INTERIM STAFF CHARGES,UK0315610301 : Pulse Healthcare Ltd,5306595,46203.0,KGST 12 - March.csv,1
29-OCT-2020 ,CAPITAL SCHEME,UK0329433901 : Bender UK Ltd,40911,112091.0,KGST 12 - March.csv,1
15-MAR-2021 ,PREMISES & FIXED PLANT,UK0406807001 : Locamed Ltd,54715,54488.0,KGST 12 - March.csv,1
17-FEB-2021 ,PREMISES & FIXED PLANT,UK0411321501 : M & O Building Contractors Ltd,4402,50179.0,KGST 12 - March.csv,1
08-DEC-2020 ,SYSTEM MANAGED SERVICE,UK0457165401 : Sectra Ltd,SIN002832,175549.0,KGST 12 - March.csv,1
08-MAR-2021 ,SYSTEM MANAGED SERVICE,UK0457165401 : Sectra Ltd,SIN003056,175549.0,KGST 12 - March.csv,1
28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0478525001 : 4Ways Healthcare,4WHC/11212855,44200.0,KGST 12 - March.csv,1
12-FEB-2021 ,PREMISES & FIXED PLANT,UK0479435601 : Prime Care Solutions (Kingston) Ltd,SIN000058,540480.0,KGST 12 - March.csv,1
31-MAY-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN003704,34761.0,KGST 12 - March.csv,1
31-DEC-2020 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN004082,43503.0,KGST 12 - March.csv,1
31-JAN-2021 ,TRANSPORT EXPENSES,UK0496163501 : Falck UK Ambulance Service Ltd,SIN004161,42225.0,KGST 12 - March.csv,1
10-MAR-2021 ,CAPITAL SCHEME,UK0518583601 : Isosec Ltd,1819416,78000.0,KGST 12 - March.csv,1
28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD273499KIN,154959.0,KGST 12 - March.csv,1
31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,SD271015KIN,128907.0,KGST 12 - March.csv,1
31-DEC-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0028383,41962.0,KGST 12 - March.csv,1
30-NOV-2020 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0027844,41962.0,KGST 12 - March.csv,1
31-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0029105,41962.0,KGST 12 - March.csv,1
28-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0519023401 : InHealth Ltd,IHLIN0029619,41962.0,KGST 12 - March.csv,1
08-DEC-2020 ,PREMISES & FIXED PLANT,UK0577117901 : Ensigna Construction Ltd,4059,102094.0,KGST 12 - March.csv,1
15-MAR-2021 ,PREMISES & FIXED PLANT,UK0590336401 : The New Victoria Hospital Ltd,KHLEASEMAR21,25381.0,KGST 12 - March.csv,1
19-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL813,59025.0,KGST 12 - March.csv,1
12-FEB-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL775,38349.0,KGST 12 - March.csv,1
19-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL814,77994.0,KGST 12 - March.csv,1
09-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL804,25056.0,KGST 12 - March.csv,1
03-MAR-2021 ,PREMISES & FIXED PLANT,UK0691240601 : Roothings Builders Ltd,RBL801,44904.0,KGST 12 - March.csv,1
01-MAR-2021 ,CAPITAL SCHEME,UK0783074301 : ToukanEyes Ltd T/A ToukanLabs,INV-0078,39399.0,KGST 12 - March.csv,1
09-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK0787689501 : Biotest UK Ltd,3950017192,39000.0,KGST 12 - March.csv,1
12-MAR-2021 ,CONSULTANCY,UK0822669101 : Amanda Super Consulting Ltd,297,25600.0,KGST 12 - March.csv,1
01-JAN-2021 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30012052,74963.0,KGST 12 - March.csv,1
01-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0839315001 : Synergy Health Managed Services Ltd,30012130,64962.0,KGST 12 - March.csv,1
16-MAR-2021 ,MANAGEMENT CONSULTANCY,UK0895713301 : Redshaw Advisors Ltd,10466,159659.0,KGST 12 - March.csv,1
15-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0956718601 : Siemens Healthcare Ltd,1051094270,203886.0,KGST 12 - March.csv,1
24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N327,354060.0,KGST 12 - March.csv,1
24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N321,106613.0,KGST 12 - March.csv,1
24-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK0966095201 : Medinet Clinical Services Ltd,N323,106613.0,KGST 12 - March.csv,1
05-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121208701,48829.0,KGST 12 - March.csv,1
02-MAR-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121211047,79121.0,KGST 12 - March.csv,1
26-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,UK1088171501 : SCCL T/A NHS Supply Chain ROARP,1121204254,57396.0,KGST 12 - March.csv,1
27-JAN-2021 ,CAPITAL SCHEME,UK1173239001 : Kinetic-ID Ltd,SI-00000175/1,45798.0,KGST 12 - March.csv,1
22-DEC-2020 ,AUDIT FEES,UKOC30154001 : KPMG LLP,5502187694,59400.0,KGST 12 - March.csv,1
15-FEB-2021 ,CLINICAL SUPPLIES & SERVICES,WPS0NBA03301 : NHS Blood & Transplant exc BPL,89446,72066.0,KGST 12 - March.csv,1
