entuty,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative
,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000584,3620429.0,KICO 04 - July.csv,1
,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FCRD-000092,-3402879.0,KICO 04 - July.csv,-1
,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000577,3620429.0,KICO 04 - July.csv,1
,01-Jun-20,Services Provided by non-NHS bodies,IFT, KCH INTERVENTIONAL FAC MGT LTD ,FINV-000586,3620429.0,KICO 04 - July.csv,1
,27-Apr-20,Establishment Expenses,Corporate Human Resources, KCH MANAGEMENT LTD ,2415,87175.0,KICO 04 - July.csv,1
,01-Jul-20,External Contract staffing and Consultan,Corporate Human Resources, KCH MANAGEMENT LTD ,2460,90000.0,KICO 04 - July.csv,1
,27-Apr-20,Establishment Expenses,Corporate Human Resources, KCH MANAGEMENT LTD ,2417,61405.0,KICO 04 - July.csv,1
,30-Jan-20,Scientific and Professional Staff,Haematology Minimal Residual Disease, KINGS COLLEGE LONDON ,RS50019055,34459.0,KICO 04 - July.csv,1
,13-Feb-20,Consultant - Recharge,Urology, KINGS COLLEGE LONDON ,RS50019674,54288.0,KICO 04 - July.csv,1
,13-Feb-20,Consultant - Recharge,General Surgery I, KINGS COLLEGE LONDON ,RS50019705,27103.0,KICO 04 - July.csv,1
,16-Mar-20,Consultant - Recharge,Palliative Care, KINGS COLLEGE LONDON ,RS50021188,26390.0,KICO 04 - July.csv,1
,23-Mar-20,Consultant - Recharge,Renal Research, KINGS COLLEGE LONDON ,RS50021473,42605.0,KICO 04 - July.csv,1
,23-Mar-20,Consultant - Recharge,General Surgery I, KINGS COLLEGE LONDON ,RS50021478,75813.0,KICO 04 - July.csv,1
,25-Mar-20,Consultant - Recharge,Child Health Medical General, KINGS COLLEGE LONDON ,RS50021600,50568.0,KICO 04 - July.csv,1
,28-Apr-20,Consultant - Recharge,Liver Medical, KINGS COLLEGE LONDON ,RS50022615,49033.0,KICO 04 - July.csv,1
,13-Jul-20,Consultant - Recharge,Liver Medical, KINGS COLLEGE LONDON ,RS50024817,51268.0,KICO 04 - July.csv,1
,31-Jul-19,Clinical Trials EXP,NIHR Access Care Harding R, KINGS COLLEGE LONDON ,SH50013354,95178.0,KICO 04 - July.csv,1
,28-May-20,External Contract staffing and Consultan,AHSC-KHP, KINGS COLLEGE LONDON ,SH50023638,125000.0,KICO 04 - July.csv,1
,12-Jun-20,External Contract staffing and Consultan,ARC PH & MM - Social Care, KINGS COLLEGE LONDON ,SH50024032,26355.0,KICO 04 - July.csv,1
,12-Jun-20,External Contract staffing and Consultan,ARC Core, KINGS COLLEGE LONDON ,SH50024036,63722.0,KICO 04 - July.csv,1
,23-Jul-20,External Contract staffing and Consultan,ARC Palliative Care & End of Life, KINGS COLLEGE LONDON ,SH50025133,58496.0,KICO 04 - July.csv,1
,03-Sep-19,Administrative and Clerical Staff,Dental Oral Pathology, KINGS COLLEGE LONDON ,TS50014303,70065.0,KICO 04 - July.csv,1
,01-Jul-20,External Contract staffing and Consultan,Strategy Team, KINGS COLLEGE LONDON ,TS50024554,206118.0,KICO 04 - July.csv,1
,26-Jun-20,Sub Contracted Healthcare - NHS bodies,ACU Cross Account, KING'S FERTILITY LTD ,KFL186,92000.0,KICO 04 - July.csv,1
,29-Mar-20,Leasing -Lease Charges Others,Senior Finance Staff, KONICA MINOLTA BUSINESS SOLUTI  (UK) LTD ,1150944018,60506.0,KICO 04 - July.csv,1
,15-Jul-20,Assets Under Construction,Fixed Asset, LIFT SPECIALISTS LTD ,CSI001533,96132.0,KICO 04 - July.csv,1
,09-Jul-20,Premises and Fixed Plant,Facilities Estates / Maintenance, LIFTEC LIFTS LTD ,NV177262,28970.0,KICO 04 - July.csv,1
,06-Dec-19,Drugs,Pharmacy Lloyds, LLOYDS PHARMACY LTD ,86831,1617483.0,KICO 04 - July.csv,1
,01-Jul-20,RATES,RATES, London Borough of Bromley , Standing Order ,136192.0,KICO 04 - July.csv,1
,01-Jul-20,RATES,RATES, London Borough of Lambeth , Standing Order ,215460.0,KICO 04 - July.csv,1
,14-Apr-20,Assets Under Construction,Fixed Asset, MACFARLANES LLP ,449535,62018.0,KICO 04 - July.csv,1
,01-Jul-20,Administrative and Clerical Staff,CEF Senior Management Team, MACMITCH LTD ,INV-0024,25200.0,KICO 04 - July.csv,1
,30-Jun-20,Premises and Fixed Plant,Facilities Rates / Rent, MAUDSLEY CHARITY ,C0002276,26914.0,KICO 04 - July.csv,1
,30-Jun-20,Assets Under Construction,Fixed Asset, MCLAUGHLIN & HARVEY LTD ,23142,142689.0,KICO 04 - July.csv,1
,30-Jun-20,External Contract staffing and Consultan,Radiology Medical, MEDICA REPORTING LTD ,14906,101855.0,KICO 04 - July.csv,1
,30-Jun-20,Premises and Fixed Plant,Radiology Department, MEDICA REPORTING LTD ,14908,71715.0,KICO 04 - July.csv,1
,31-May-20,Premises and Fixed Plant,Radiology Department, MEDICA REPORTING LTD ,14824,59405.0,KICO 04 - July.csv,1
,26-Jun-20,Clinical Supplies and Services,Diabetes, MEDTRONIC LTD ,1099850211,30538.0,KICO 04 - July.csv,1
,29-May-20,Clinical Supplies and Services,Diabetes, MEDTRONIC LTD ,1099826123,37740.0,KICO 04 - July.csv,1
,22-May-20,Assets Under Construction,Fixed Asset, NEW TECH SECURITY ,38118,147790.0,KICO 04 - July.csv,1
,15-Jun-20,Clinical Supplies and Services,Haematology - Blood Products, NHS BLOOD AND TRANSPLANT ,889910,482245.0,KICO 04 - July.csv,1
,15-Jun-20,Clinical Supplies and Services,Blood Transfusion, NHS BLOOD AND TRANSPLANT ,889912,90576.0,KICO 04 - July.csv,1
,01-Apr-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000064074,152373.0,KICO 04 - July.csv,1
,17-Jan-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000063036,133019.0,KICO 04 - July.csv,1
,22-Feb-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000063379,125934.0,KICO 04 - July.csv,1
,11-Apr-20,Drugs,Pharmacy FP10, NHS BUSINESS SERVICES AUTHORITY ,1000064421,122832.0,KICO 04 - July.csv,1
,07-Jul-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H318158,85249.0,KICO 04 - July.csv,1
,09-Apr-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H303684,85249.0,KICO 04 - July.csv,1
,09-Apr-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H305765,35547.0,KICO 04 - July.csv,1
,07-Jul-20,Premises and Fixed Plant,Community SC Dentistry Non-Pay, NHS PROPERTY SERVICES LTD ,00000001/H319874,35547.0,KICO 04 - July.csv,1
,05-May-20,Premises and Fixed Plant,ED PRUH Nursing, NHS SUPPLY CHAIN ,9521000221,57432.0,KICO 04 - July.csv,1
,15-Jul-20,Legal,Legal, NHSLA SUSP     JULY 20/21 ,Jul-20,4389297.0,KICO 04 - July.csv,1
,30-Jun-20,Int PUR  Additions,Fixed Asset, NIFES CONSULTING GROUP ,696-519,48228.0,KICO 04 - July.csv,1
,31-May-20,Assets Under Construction,Fixed Asset, OC EXPERTS SERVICES LTD ,2117/17,93912.0,KICO 04 - July.csv,1
,17-Apr-20,Subscriptions,Corporate Communications, ODYSSEY INTERACTIVE LIMITED ,9718083,36760.0,KICO 04 - July.csv,1
,29-Mar-19,Nursing Staff,Paeds Inpatient (PRUH), OXLEAS NHS FOUNDATION TRUST ,5814,-48997.0,KICO 04 - July.csv,-1
,13-Dec-16,Nursing Staff,Paeds Inpatient (PRUH), OXLEAS NHS FOUNDATION TRUST ,41082,68318.0,KICO 04 - July.csv,1
,01-Dec-19,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,60546,32946.0,KICO 04 - July.csv,1
,01-Dec-19,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,60617,30043.0,KICO 04 - July.csv,1
,01-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63830,30043.0,KICO 04 - July.csv,1
,17-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63956,328374.0,KICO 04 - July.csv,1
,18-Jun-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,63957,436805.0,KICO 04 - July.csv,1
,01-Jul-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,64084,32946.0,KICO 04 - July.csv,1
,01-Jul-20,Sub Contracted Healthcare - NHS bodies,QMS Oxleas Charge, OXLEAS NHS FOUNDATION TRUST ,64085,45503.0,KICO 04 - July.csv,1
,01-Jul-20,Sub Contracted Healthcare - NHS bodies,Pharmacy QMS (Oxleas NHS), OXLEAS NHS FOUNDATION TRUST ,64129,30043.0,KICO 04 - July.csv,1
,22-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5137248,44263.0,KICO 04 - July.csv,1
,23-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5139459,581425.0,KICO 04 - July.csv,1
,09-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5131298,513803.0,KICO 04 - July.csv,1
,02-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5127402,498245.0,KICO 04 - July.csv,1
,06-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5127853,37392.0,KICO 04 - July.csv,1
,30-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5143405,596789.0,KICO 04 - July.csv,1
,29-Jun-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5123676,40263.0,KICO 04 - July.csv,1
,28-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5141016,40059.0,KICO 04 - July.csv,1
,15-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5133267,38724.0,KICO 04 - July.csv,1
,16-Jul-20,Pulse Bank Nurses,Pulse Bank Nurses, PULSE HEALTHCARE LIMITED ,5135308,523629.0,KICO 04 - July.csv,1
,27-Feb-20,Equipment,Fixed Asset, QIAGEN LTD ,95867205,34800.0,KICO 04 - July.csv,1
,10-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145549,37176.0,KICO 04 - July.csv,1
,12-Jun-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322141987,74352.0,KICO 04 - July.csv,1
,10-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145736,74352.0,KICO 04 - July.csv,1
,14-Jul-20,Stock,Stock, ROCHE PRODUCTS LIMITED ,1322145786,81594.0,KICO 04 - July.csv,1
,20-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10534A,73534.0,KICO 04 - July.csv,1
,22-Jun-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10446A,61278.0,KICO 04 - July.csv,1
,06-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10487A,73534.0,KICO 04 - July.csv,1
,27-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10554A,73534.0,KICO 04 - July.csv,1
,13-Jul-20,Transport and Moveable Plant,Patient Transport, SAVOY VENTURES LTD ,10518A,73534.0,KICO 04 - July.csv,1
,10-Jul-20,lease,lease, SIEMENS FINANCIAL     7786901 LG15495 , 7786901 LG15495 ,31200.0,KICO 04 - July.csv,1
,24-Jun-20,Sub Contracted Healthcare - NHS bodies,Neuroradiology, SOUTH LONDON AND MAUDSLEY NHS TRUST ,M0130918,25983.0,KICO 04 - July.csv,1
,02-Jul-20,GP Trainee,Corporate Human Resources, ST GEORGE'S HEALTHCARE NHS TRUST ,6475981,103319.0,KICO 04 - July.csv,1
,02-Jul-20,GP Trainee,Corporate Human Resources, ST GEORGE'S HEALTHCARE NHS TRUST ,6475982,97754.0,KICO 04 - July.csv,1
,30-Jun-20,Establishment Expenses,Post Room, SWISS POST SOLUTIONS LTD ,1800003973,72532.0,KICO 04 - July.csv,1
,30-Jun-20,Transport and Moveable Plant,Transport, SWISS POST SOLUTIONS LTD ,1800003857,87669.0,KICO 04 - July.csv,1
,30-Jun-20,Establishment Expenses,Postage (P.R.U.), SWISS POST SOLUTIONS LTD ,1800003974,40179.0,KICO 04 - July.csv,1
,30-Mar-20,Clinical Trials EXP,Clinical Trials EXP, UNIVERSITY OF GLASGOW ,130051756,27680.0,KICO 04 - July.csv,1
,10-Jul-20,Clinical Trials EXP,Clinical Trials EXP, UNIVERSITY OF LIVERPOOL ,21976069,46627.0,KICO 04 - July.csv,1
,13-Jul-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90245096,38172.0,KICO 04 - July.csv,1
,11-May-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90238565,57116.0,KICO 04 - July.csv,1
,09-Apr-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill, VEOLIA ENERGY AND UTILITY SERVICE UK PCS ,90235581,39422.0,KICO 04 - July.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91700310,1003493.0,KICO 04 - July.csv,1
,04-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91694277,1003493.0,KICO 04 - July.csv,1
,01-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91693347,482486.0,KICO 04 - July.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH ANALYTICS LLP ,91700309,482486.0,KICO 04 - July.csv,1
,04-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91694276,1080550.0,KICO 04 - July.csv,1
,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683718,40517.0,KICO 04 - July.csv,1
,01-Jun-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91693348,404156.0,KICO 04 - July.csv,1
,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683715,55544.0,KICO 04 - July.csv,1
,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683717,297159.0,KICO 04 - July.csv,1
,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683719,35684.0,KICO 04 - July.csv,1
,17-Apr-20,Equipment,Fixed Asset, VIAPATH SERVICES LLP ,91683720,37055.0,KICO 04 - July.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91700307,404156.0,KICO 04 - July.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,Pathology JV Contract, VIAPATH SERVICES LLP ,91700308,1080550.0,KICO 04 - July.csv,1
,07-Jul-20,Assets Under Construction,Fixed Asset, VINCI CONSTRUCTION UK LIMITED ,20070003,107398.0,KICO 04 - July.csv,1
,24-Aug-20,COVID - 19,COVID - 19,A J ELECTRICAL SERVICES,4107,38947.0,KICO 05 - August.csv,1
,03-Aug-20,PHARMACY INVOICES,PHARMACY INVOICES,AAH PHARMACEUTICA   KINGS COLL HOSP,,500000.0,KICO 05 - August.csv,1
,06-Aug-20,Stock,Stock,ALEXION PHARMA UK,90934556,45360.0,KICO 05 - August.csv,1
,29-Jul-20,Stock,Stock,ALLIANCE HEALTHCARE LTD (UNICHEM),B07T01353,34462.0,KICO 05 - August.csv,1
,16-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-16082020Fri,122295.0,KICO 05 - August.csv,1
,09-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-09082020,148272.0,KICO 05 - August.csv,1
,02-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-02082020,139301.0,KICO 05 - August.csv,1
,23-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-23082020,151565.0,KICO 05 - August.csv,1
,02-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-02082020Fri,106370.0,KICO 05 - August.csv,1
,16-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-16082020,128246.0,KICO 05 - August.csv,1
,09-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-09082020fri,87134.0,KICO 05 - August.csv,1
,26-Jul-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-26072020Fri,115605.0,KICO 05 - August.csv,1
,09-Aug-20,Net Pay-247Time,Net Pay-247Time,ALLOCATE SOFTWARE LIMITED,KCH-09082020S,82602.0,KICO 05 - August.csv,1
,05-Aug-20,Stock,Pharmacy Stock,ALLOGA UK LTD,SIN102957693,40680.0,KICO 05 - August.csv,1
,22-Jul-20,Stock,Pharmacy Stock,ALLOGA UK LTD,SIN102947327,40680.0,KICO 05 - August.csv,1
,17-Aug-20,Stock,Pharmacy Stock,ALLOGA UK LTD,SIN102966199,41112.0,KICO 05 - August.csv,1
,12-Jun-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102919390CR,-360000.0,KICO 05 - August.csv,-1
,16-Jul-20,Stock,Pharmacy Stock,ALLOGA UK LTD,SIN102943215,36000.0,KICO 05 - August.csv,1
,20-Aug-20,Stock,Pharmacy Stock,ALLOGA UK LTD,SIN102969207,36000.0,KICO 05 - August.csv,1
,23-Jun-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102926434,36000.0,KICO 05 - August.csv,1
,31-Jul-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102954225,36000.0,KICO 05 - August.csv,1
,12-Jun-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102919390AA,36000.0,KICO 05 - August.csv,1
,01-Jul-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102931939,36000.0,KICO 05 - August.csv,1
,17-Jul-20,Stock,Stock Pharmacy PRUH,ALLOGA UK LTD,SIN102944150,36000.0,KICO 05 - August.csv,1
,19-Aug-20,Clinical Supplies and Services,Anthony Nolan Costs,ANTHONY NOLAN,626222,25557.0,KICO 05 - August.csv,1
,22-Jul-20,Assets Under Construction,Fixed Asset,ARTIC BUILDING SERVICES LTD,62186,33872.0,KICO 05 - August.csv,1
,30-Jul-20,Assets Under Construction,Fixed Asset,ARTIC BUILDING SERVICES LTD,62292,27435.0,KICO 05 - August.csv,1
,31-Jul-20,Premises and Fixed Plant,Facilities Estates / Maintenance,ARTIC BUILDING SERVICES LTD,62295,35418.0,KICO 05 - August.csv,1
,10-Aug-20,Recruitment costs/ Payroll Services,Recruitment costs/ Payroll Services,CAPITA BUSINESS SERVICE LTD,6004001218,295369.0,KICO 05 - August.csv,1
,31-Jul-20,Assets Under Construction,Fixed Asset,CAPITA PROPERTY & INFRASTRUCTURE LTD,6017128278,87488.0,KICO 05 - August.csv,1
,06-Jul-20,Stock,Stock,CELGENE INTERNAIONAL SARL,8940221119,45831.0,KICO 05 - August.csv,1
,14-Jul-20,Premises and Fixed Plant,Accomodation,CLARION HOUSING ASSOCIATION LIMITED,FTI100000728,26026.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157848,52939.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157882,52939.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157897,44257.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157898,52939.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157899,71619.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157915,71619.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157849,71619.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157914,52939.0,KICO 05 - August.csv,1
,30-Jun-20,Premises and Fixed Plant,Beckenham LIFT,COMMUNITY HEALTH PARTNERSHIPS,60157883,71619.0,KICO 05 - August.csv,1
,05-Aug-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,CORONA ENERGY,15449151,141957.0,KICO 05 - August.csv,1
,04-Aug-20,Stock,Stock,CSL BEHRING UK LTD,994026526,84000.0,KICO 05 - August.csv,1
,05-Aug-20,ICT,Fixed Asset,DELL COMPUTERS LTD,7402636333,71760.0,KICO 05 - August.csv,1
,23-Jul-20,Sub Contracted Healthcare - NHS bodies,Child Health Central,EAST SUSSEX HOSPITALS NHS TRUST,145218,36604.0,KICO 05 - August.csv,1
,04-Aug-20,Premises and Fixed Plant,PFI Service Payments,EDF ENERGY,8148112,71524.0,KICO 05 - August.csv,1
,04-Aug-20,Premises and Fixed Plant,Energy & Utilities Denmark Hill,EDF ENERGY,8150901,91477.0,KICO 05 - August.csv,1
,04-Aug-20,Premises and Fixed Plant,Dental Energy & Utilities,EDF ENERGY,8142794,32892.0,KICO 05 - August.csv,1
,31-Jul-20,Storage costs,Storage costs,EDM GROUP LIMITED,SI320954,30852.0,KICO 05 - August.csv,1
,17-Jul-20,Computer maintenance & services,Pharmacy,EMIS,EM-FIN002279,63334.0,KICO 05 - August.csv,1
,31-Jul-20,Stock,Stock,GILEAD SCIENCES LTD,4410189341,35504.0,KICO 05 - August.csv,1
,29-Jul-20,Stock,Stock,GILEAD SCIENCES LTD,4410189196,35504.0,KICO 05 - August.csv,1
,12-Aug-20,Stock,Stock,GILEAD SCIENCES LTD,4410189873,35504.0,KICO 05 - August.csv,1
,22-Jul-20,Stock,Stock,GILEAD SCIENCES LTD,4410188793,35504.0,KICO 05 - August.csv,1
,24-Jun-20,Salary Recharge,Salary Recharge,GUYS & ST THOMAS' NHS TRUST,3290147,35943.0,KICO 05 - August.csv,1
,22-Feb-17,"KHP Contribuition to Cardio, Haematologyand Diabetes",Consumable/disposables,GUYS & ST THOMAS' NHS TRUST,3211050,269851.0,KICO 05 - August.csv,1
,17-Aug-20,PFI - Denmark Hill,PFI - Denmark Hill,HPC ,HPCGJW564  ,1525030.0,KICO 05 - August.csv,1
,31-Jul-20,Contracted out services,ED UCC,HURLEY CLINIC,8998,119323.0,KICO 05 - August.csv,1
,12-Aug-20,Consultancy,ICT - Network,INSIGHT DIRECT (UK) LTD,4941085,107700.0,KICO 05 - August.csv,1
,30-Jul-20,Consultancy,Diabetes,INSULET INTERNATIONAL LTD,70038112,36015.0,KICO 05 - August.csv,1
,13-Aug-20,COVID - 19,Facilities Estates / Maintenance,J F JONES BUILDERS LTD,JJ/6596,61031.0,KICO 05 - August.csv,1
,13-Aug-20,COVID - 19,Facilities Estates / Maintenance,J F JONES BUILDERS LTD,JJ/6595,63407.0,KICO 05 - August.csv,1
,21-Jul-20,Stock,Stock,JANSSEN-CILAG LTD,930672800,26956.0,KICO 05 - August.csv,1
,28-Jul-20,Stock,Stock,JANSSEN-CILAG LTD,930674926,26956.0,KICO 05 - August.csv,1
,11-Aug-20,Stock,Stock,JANSSEN-CILAG LTD,930678184,37739.0,KICO 05 - August.csv,1
,30-Jul-20,Stock,Stock,JANSSEN-CILAG LTD,930675737,26962.0,KICO 05 - August.csv,1
,08-Jul-20,Stock,Stock,JANSSEN-CILAG LTD,930669437,32399.0,KICO 05 - August.csv,1
,05-Aug-20,Stock,Stock,JAZZ PHARMACEUTICALS,90009970,39420.0,KICO 05 - August.csv,1
,30-Jul-20,Stock,Stock,JAZZ PHARMACEUTICALS,90009736,39420.0,KICO 05 - August.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000606,3352756.0,KICO 05 - August.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000605,3620429.0,KICO 05 - August.csv,1
,01-Jul-20,Services Provided by non-NHS bodies,IFT,KCH INTERVENTIONAL FAC MGT LTD,FINV-000607,1447900.0,KICO 05 - August.csv,1
,24-Aug-20,Course & conference fees,Dental Administration,KINGS COLLEGE LONDON,TS50026041,107998.0,KICO 05 - August.csv,1
,22-May-20,Consultant - Recharge,General Surgery I,KINGS COLLEGE LONDON,RS50023493,25269.0,KICO 05 - August.csv,1
,30-Jul-20,Consultancy,Child Health Medical General,KINGS COLLEGE LONDON,RS50025418,33708.0,KICO 05 - August.csv,1
,30-Jul-20,Consultancy,Neurology,KINGS COLLEGE LONDON,RS50025419,28345.0,KICO 05 - August.csv,1
,07-Aug-20,Consultancy,ARC Core,KINGS COLLEGE LONDON,SH50025772,47385.0,KICO 05 - August.csv,1
,07-Aug-20,Sub Contracted Healthcare - NHS bodies,ACU Cross Account,KING'S FERTILITY LTD,KFL191,76061.0,KICO 05 - August.csv,1
,14-May-20,Leasing -Lease Charges Others,Leasing -Lease Charges Others,KONICA MINOLTA BUSINESS SOLUTI  (UK) LTD,1150755865,80813.0,KICO 05 - August.csv,1
,26-Aug-20,Drugs,Pharmacy Lloyds,LLOYDS PHARMACY LTD,CHAPS27/07/2020CRA,1608943.0,KICO 05 - August.csv,1
,03-Aug-20,RATES,RATES, London Borough of Bromley , Standing Order ,136192.0,KICO 05 - August.csv,1
,03-Aug-20,RATES,RATES, London Borough of Lambeth , Standing Order ,215460.0,KICO 05 - August.csv,1
,29-Jun-20,Legal fees,Legal fees,MACFARLANES LLP,453611,124744.0,KICO 05 - August.csv,1
,01-Aug-20,Administrative and Clerical Staff,CEF Senior Management Team,MACMITCH LTD,INV-0027,25820.0,KICO 05 - August.csv,1
,20-Aug-20,Stock,Stock,MAWDSLEYS MILTON KEYNES,6852852,28109.0,KICO 05 - August.csv,1
,29-Jul-20,Assets Under Construction,Fixed Asset,MCLAUGHLIN & HARVEY LTD,23181,123223.0,KICO 05 - August.csv,1
,31-Jul-20,Contracted out services,Radiology Medical,MEDICA REPORTING LTD,15012,109670.0,KICO 05 - August.csv,1
,17-Aug-20,PFI - Denmark Hill,PFI - Denmark Hill,Medirest,1004172789,3336859.0,KICO 05 - August.csv,1
