date,expensetype,expensearea,supplier,amount,file,negative
02/03/2021,M.S.S.E. - Routine Purchases,Itu/Hdu,Baxter Healthcare Ltd,29470.0,CHWE 12 - March.csv,1
02/03/2021,M.S.S.E. - Routine Purchases,Skin Bank,Joint Operations (Uk) Llp,31500.0,CHWE 12 - March.csv,1
02/03/2021,Professional Fees,Employee Relations,Hempsons,29891.0,CHWE 12 - March.csv,1
02/03/2021,Transport ,Trust-wide,Hats Group Ltd,199946.0,CHWE 12 - March.csv,1
02/03/2021,Typing&Transcription Services,Paediatric Secretaries,Scribetech Uk Ltd,30526.0,CHWE 12 - March.csv,1
04/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Lubron Uk Ltd,27517.0,CHWE 12 - March.csv,1
04/03/2021,General Maintenance Contracts,Clinical Engineering,Nhs Supply Chain Maintenance (201),30153.0,CHWE 12 - March.csv,1
04/03/2021,General Maintenance Contracts,Radiology Department,Nhs Supply Chain Maintenance (201),94222.0,CHWE 12 - March.csv,1
04/03/2021,General Maintenance Contracts,Radiology Department,Nhs Supply Chain Maintenance (201),113165.0,CHWE 12 - March.csv,1
04/03/2021,M.S.S.E. - Routine Purchases,Trust-wide,Hats Group Ltd,58622.0,CHWE 12 - March.csv,1
04/03/2021,M.S.S.E. - Routine Purchases,Vaccination Community Hubs,Event Hire London Ltd,65832.0,CHWE 12 - March.csv,1
04/03/2021,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,122216.0,CHWE 12 - March.csv,1
04/03/2021,Nwl Pathology Pass Through Cos,Imperial Pathology (Central),North West London Pathology,1928953.0,CHWE 12 - March.csv,1
04/03/2021,Transport ,Trust-wide,Hats Group Ltd,142595.0,CHWE 12 - March.csv,1
04/03/2021,Rent Rates & Service Charge,Chelsea Harbour,Chelsea Harbour Ltd,31404.0,CHWE 12 - March.csv,1
04/03/2021,Dispensing Fee,Medical Outliers,Medihome Ltd,55733.0,CHWE 12 - March.csv,1
04/03/2021,Dispensing Fee,Pharmacy Outpatients,Boots Uk Ltd,58427.0,CHWE 12 - March.csv,1
04/03/2021,Drugs,West Middlesex Pharmacy,Celgene Ltd,28508.0,CHWE 12 - March.csv,1
04/03/2021,Water,Estate Management Department,Castle Water Ltd,178977.0,CHWE 12 - March.csv,1
09/03/2021,Building Expenditure,Facilities Directorate - Chelsea Fixed Wire Replacement,Jca Engineering Limited,44400.0,CHWE 12 - March.csv,1
09/03/2021,Building Expenditure,Extension to ICU & NICU,Mclaughlin & Harvey Ltd,669300.0,CHWE 12 - March.csv,1
09/03/2021,Computer Maintenance Contracts,IT Dept - EPR Doughty House License Renewal,Bighand Ltd,94695.0,CHWE 12 - March.csv,1
09/03/2021,Equipment Expenditure,Eye Clinic - First Floor MM,Carl Zeiss Ltd,66000.0,CHWE 12 - March.csv,1
09/03/2021,General Computer Hardware,Epr Cross Site Project,Cerner Limited,33267.0,CHWE 12 - March.csv,1
09/03/2021,Staff Development,Trust-wide,The Hillingdon Hospitals Nhs Foundation Trust,250000.0,CHWE 12 - March.csv,1
09/03/2021,Transport ,Trust-wide,Hats Group Ltd,30618.0,CHWE 12 - March.csv,1
09/03/2021,Rent Rates & Service Charge,Chelsea Harbour,Chelsea Harbour Ltd,40425.0,CHWE 12 - March.csv,1
09/03/2021,Rent Rates & Service Charge,Chelsea Harbour,Chelsea Harbour Ltd,48990.0,CHWE 12 - March.csv,1
09/03/2021,Rent Rates & Service Charge,Chelsea Harbour,Chelsea Harbour Ltd,31404.0,CHWE 12 - March.csv,1
09/03/2021,Recharges Ð Pay and non-pay costs,Chelsea Site,Royal Borough Of Kensington And Chelsea,126149.0,CHWE 12 - March.csv,1
09/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),79877.0,CHWE 12 - March.csv,1
09/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),116044.0,CHWE 12 - March.csv,1
09/03/2021,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,136460.0,CHWE 12 - March.csv,1
09/03/2021,Commercial Rents and Service Charge,10 Hammersmith Broadway,Nuclear Liablities Fund Ltd,114769.0,CHWE 12 - March.csv,1
09/03/2021,Lab. Equipment - Routine Items,Respiratory - Management,Baywater Healthcare Uk Ltd,25228.0,CHWE 12 - March.csv,1
09/03/2021,Recharges Ð Pay and non-pay costs,Clinical Trial Facility,University College London,40104.0,CHWE 12 - March.csv,1
11/03/2021,Agency Nurse - Band 5,Chelsea Site,Last Call Healthcare Ltd,38915.0,CHWE 12 - March.csv,1
11/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Olympus Keymed,279936.0,CHWE 12 - March.csv,1
11/03/2021,Equipment Expenditure,IT Department East Wing 2nd Floor,Maintel Europe Limited,68960.0,CHWE 12 - March.csv,1
11/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,69759.0,CHWE 12 - March.csv,1
11/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,107936.0,CHWE 12 - March.csv,1
11/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,91775.0,CHWE 12 - March.csv,1
11/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,156990.0,CHWE 12 - March.csv,1
11/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,66483.0,CHWE 12 - March.csv,1
11/03/2021,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),36480.0,CHWE 12 - March.csv,1
11/03/2021,Internal Audit Fees,Director Of Finance,Kpmg Llp Fees Account,45129.0,CHWE 12 - March.csv,1
11/03/2021,M.S.S.E. - Other,Sexual Health - Sutton,The Doctors Laboratory,114745.0,CHWE 12 - March.csv,1
11/03/2021,M.S.S.E. - Other,Sexual Health - Sutton,The Doctors Laboratory,116435.0,CHWE 12 - March.csv,1
11/03/2021,M.S.S.E. - Other,Sexual Health - Sutton,The Doctors Laboratory,97146.0,CHWE 12 - March.csv,1
11/03/2021,M.S.S.E. - Other,Sexual Health - Sutton,The Doctors Laboratory,86649.0,CHWE 12 - March.csv,1
11/03/2021,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),46674.0,CHWE 12 - March.csv,1
11/03/2021,Research & Development Exp,Principal Investigator,Imperial College London,48336.0,CHWE 12 - March.csv,1
11/03/2021,Pathology Services,Sexual Health - Sutton,The Doctors Laboratory,86463.0,CHWE 12 - March.csv,1
16/03/2021,Agency Nurse - Band 5,Chelsea Site,Last Call Healthcare Ltd,81909.0,CHWE 12 - March.csv,1
16/03/2021,Agency Nurse - Band 5,Chelsea Site,Last Call Healthcare Ltd,29361.0,CHWE 12 - March.csv,1
16/03/2021,Building Expenditure,Facilities Directorate - Chelsea Calorifier Refurbishment,Jca Engineering Limited,84044.0,CHWE 12 - March.csv,1
16/03/2021,Building Expenditure,C&W LV Infrastructure Upgrade - Sub Station 2,Jca Engineering Limited,245367.0,CHWE 12 - March.csv,1
16/03/2021,Building Expenditure,C&W LV Infrastructure Upgrade - Sub Station 2,Jca Engineering Limited,174249.0,CHWE 12 - March.csv,1
16/03/2021,Building Expenditure,Marjory Warren Building Ð Replacement Boiler works,Metromec Services And Maintenance Limited,54126.0,CHWE 12 - March.csv,1
16/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),43260.0,CHWE 12 - March.csv,1
16/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,301108.0,CHWE 12 - March.csv,1
16/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,123772.0,CHWE 12 - March.csv,1
16/03/2021,Gas,Trust-wide,Total Gas & Power Ltd,163338.0,CHWE 12 - March.csv,1
16/03/2021,Procurement Consultancy,Trust-wide,Procurement Nous,54000.0,CHWE 12 - March.csv,1
16/03/2021,M.S.S.E. - Routine Purchases,Vaccination Community Hubs,Event Hire London Ltd,39768.0,CHWE 12 - March.csv,1
16/03/2021,Dispensing Fee,Pharmacy Outpatients,Boots Uk Ltd,44916.0,CHWE 12 - March.csv,1
16/03/2021,Patient Charges  ,Trust-wide,Hca Healthcare Uk,301005.0,CHWE 12 - March.csv,1
16/03/2021,Drugs,Chelsea Pharmacy,Bayer Plc,45622.0,CHWE 12 - March.csv,1
16/03/2021,Drugs,West Middlesex Pharmacy,Alloga Uk Limited,36000.0,CHWE 12 - March.csv,1
18/03/2021,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,66552.0,CHWE 12 - March.csv,1
18/03/2021,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,74969.0,CHWE 12 - March.csv,1
18/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),86520.0,CHWE 12 - March.csv,1
18/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Olympus Keymed,338913.0,CHWE 12 - March.csv,1
18/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Cepheid Uk,39872.0,CHWE 12 - March.csv,1
18/03/2021,General Computer Software,Main Pharmacy,Jac Computer Services Ltd,43806.0,CHWE 12 - March.csv,1
18/03/2021,M.S.S.E. - Routine Purchases,Vaccination Community Hubs,Critical Power Supplies Ltd,58526.0,CHWE 12 - March.csv,1
18/03/2021,Nwl Pathology Pass Through Cos,Imperial Pathology (Central),North West London Pathology,32139.0,CHWE 12 - March.csv,1
18/03/2021,Nwl Pathology Pass Through Cos,Imperial Pathology (Central),North West London Pathology,64278.0,CHWE 12 - March.csv,1
18/03/2021,Nwl Pathology Pass Through Cos,Imperial Pathology (Central),North West London Pathology,1960789.0,CHWE 12 - March.csv,1
18/03/2021,Professional Fees,Director Of Finance,Liaison Vat Consultancy Ltd,72368.0,CHWE 12 - March.csv,1
18/03/2021,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1366037.0,CHWE 12 - March.csv,1
18/03/2021,Drugs,Chelsea Pharmacy,Gilead Sciences Ltd,28428.0,CHWE 12 - March.csv,1
18/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),64563.0,CHWE 12 - March.csv,1
18/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),89061.0,CHWE 12 - March.csv,1
18/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),99932.0,CHWE 12 - March.csv,1
18/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),62660.0,CHWE 12 - March.csv,1
18/03/2021,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,574587.0,CHWE 12 - March.csv,1
18/03/2021,Commercial Rents and Service Charge,Dean Street Facilities,Amas Ltd,183129.0,CHWE 12 - March.csv,1
18/03/2021,Radiology Maintenance Contract,Radiology Department,Siemens Healthcare Ltd,145861.0,CHWE 12 - March.csv,1
18/03/2021,Soft Service,Trust-wide,Iss Mediclean Limited,2326343.0,CHWE 12 - March.csv,1
23/03/2021,Agency Nurse - Band 5,Chelsea Site,Last Call Healthcare Ltd,43293.0,CHWE 12 - March.csv,1
23/03/2021,Building Expenditure,East wing basement - Replace UPS system incl bypass panel,Bouygues E&S Fm Uk Limited,32819.0,CHWE 12 - March.csv,1
23/03/2021,Building Expenditure,Facilities Directorate - CHP Maintenance of CHP Generators,Jca Engineering Limited,216743.0,CHWE 12 - March.csv,1
23/03/2021,Building Expenditure,Facilities Directorate - Chelsea Calorifier Refurbishment,Jca Engineering Limited,132103.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),240960.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Olympus Keymed,119573.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,196834.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,244067.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Mmm Medical Equipment Uk Ltd,84539.0,CHWE 12 - March.csv,1
23/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Mmm Medical Equipment Uk Ltd,479044.0,CHWE 12 - March.csv,1
23/03/2021,M.S.S.E. - Routine Purchases,Vaccination Community Hubs,Event Hire London Ltd,31200.0,CHWE 12 - March.csv,1
23/03/2021,M.S.S.E. - Routine Purchases,Vaccination Community Hubs,Event Hire London Ltd,26471.0,CHWE 12 - March.csv,1
23/03/2021,Non-Nhs Contracts,Digital Ops & Innovation,Icnh Ltd  (T/A Drdoctor),36000.0,CHWE 12 - March.csv,1
23/03/2021,Transport ,Trust-wide,Hats Group Ltd,30618.0,CHWE 12 - March.csv,1
23/03/2021,Soft Services,Trust-wide,Iss Mediclean Limited,45141.0,CHWE 12 - March.csv,1
23/03/2021,NWL Occupational Work,Nwl Workforce Projects,Central And North West London Nhs Ft,250000.0,CHWE 12 - March.csv,1
23/03/2021,Patient Charges  ,Trust-wide,Hca Healthcare Uk,346156.0,CHWE 12 - March.csv,1
23/03/2021,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,48239.0,CHWE 12 - March.csv,1
23/03/2021,Water,Estate Management Department,Castle Water Ltd,28001.0,CHWE 12 - March.csv,1
23/03/2021,It Shared Service,Ict - Shared Services Project,Trustmarque Solutions Ltd,31226.0,CHWE 12 - March.csv,1
23/03/2021,Private Patients Management,Kensington Wing - 3rd Floor MM,Medico Digital Solutions Ltd,32850.0,CHWE 12 - March.csv,1
23/03/2021,Service Charge - Variation Pfi,Pfi Unitary Payment,Bywest Ltd,374870.0,CHWE 12 - March.csv,1
23/03/2021,Soft Services,Trust-wide,Iss Mediclean Limited,45141.0,CHWE 12 - March.csv,1
23/03/2021,External Audit Fees,Director Of Finance,Deloitte Llp,117000.0,CHWE 12 - March.csv,1
23/03/2021,Computer Suite/Pabx Support,I.T Management,Maintel Europe Limited,53285.0,CHWE 12 - March.csv,1
24/03/2021,It Shared Service,Ict - Shared Services Project,Sphere Systems Powering Healthcare Ltd,65369.0,CHWE 12 - March.csv,1
25/03/2021,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,62287.0,CHWE 12 - March.csv,1
25/03/2021,Electricty,Trust-wide,Edf Energy 1 Ltd,110240.0,CHWE 12 - March.csv,1
25/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Oticon Ltd,37012.0,CHWE 12 - March.csv,1
25/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,56484.0,CHWE 12 - March.csv,1
25/03/2021,Equipment Expenditure,Treatment Centre,Steris Solutions Ltd,55119.0,CHWE 12 - March.csv,1
25/03/2021,Software License & Subscription,Trust-wide,Cerner Limited,115318.0,CHWE 12 - March.csv,1
25/03/2021,M.R.I. Scans,Radiology:- Other Scanning,Alliance Medical Limited,175863.0,CHWE 12 - March.csv,1
25/03/2021,Transport ,Trust-wide,Hats Group Ltd,142595.0,CHWE 12 - March.csv,1
25/03/2021,Transport ,Trust-wide,Hats Group Ltd,58622.0,CHWE 12 - March.csv,1
25/03/2021,Services From Non Nhs Org,Central Income - Non Slam,Schoen Clinic  London Ltd,39902.0,CHWE 12 - March.csv,1
25/03/2021,Services From Non Nhs Org,Central Income - Non Slam,Schoen Clinic  London Ltd,38345.0,CHWE 12 - March.csv,1
25/03/2021,Services From Non Nhs Org,Central Income - Non Slam,Schoen Clinic  London Ltd,41028.0,CHWE 12 - March.csv,1
25/03/2021,Drugs,Chelsea Pharmacy,Alloga Uk Limited,36000.0,CHWE 12 - March.csv,1
25/03/2021,Drugs,West Middlesex Pharmacy,Roche Products Ltd,26112.0,CHWE 12 - March.csv,1
25/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),63519.0,CHWE 12 - March.csv,1
25/03/2021,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),42589.0,CHWE 12 - March.csv,1
25/03/2021,Telephone Rental-Computer,Telephones: Rental & Calls,Bt Payment Services Ltd,127696.0,CHWE 12 - March.csv,1
25/03/2021,Telephone Rental-Computer,Telephones: Rental & Calls,Bt Payment Services Ltd,90529.0,CHWE 12 - March.csv,1
25/03/2021,Telephone Rental-Computer,Telephones: Rental & Calls,Bt Payment Services Ltd,103367.0,CHWE 12 - March.csv,1
25/03/2021,Telephone Rental-Computer,Telephones: Rental & Calls,Bt Payment Services Ltd,43992.0,CHWE 12 - March.csv,1
25/03/2021,Telephone Rental-Computer,Telephones: Rental & Calls,Bt Payment Services Ltd,52313.0,CHWE 12 - March.csv,1
29/03/2021,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,59514.0,CHWE 12 - March.csv,1
29/03/2021,Building Expenditure,Annie Zunz & Chelsea Wing - Level 4 Fire Stopping,Ensigna Construction Ltd,135422.0,CHWE 12 - March.csv,1
29/03/2021,Building Expenditure,Facilities Directorate - Chelsea Fixed Wire Replacement,Jca Engineering Limited,27600.0,CHWE 12 - March.csv,1
29/03/2021,Building Expenditure,Extension to ICU & NICU,Mclaughlin & Harvey Ltd,1082520.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Baxter Healthcare Ltd,94560.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,Treatment Centre,Carl Zeiss Ltd,110223.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),537494.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),98680.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),135960.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Nhs Supply Chain Capital (905),70671.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Olympus Keymed,28281.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,215936.0,CHWE 12 - March.csv,1
29/03/2021,Equipment Expenditure,WM Clinical Engineering LG Floor,Philips Healthcare,56485.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,28206.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,211901.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,60182.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,59195.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,75267.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,62161.0,CHWE 12 - March.csv,1
29/03/2021,I.T. Expenditure,Emergency Planning - LG,Cerner Limited,40249.0,CHWE 12 - March.csv,1
29/03/2021,General Maintenance Contracts,Chelsea Site,Jca Engineering Limited,30540.0,CHWE 12 - March.csv,1
29/03/2021,Nhs Blood Products,Pathology And Blood,Nhs Blood Transplant,57939.0,CHWE 12 - March.csv,1
29/03/2021,Nhs Blood Products,Pathology And Blood,Nhs Blood Transplant,74548.0,CHWE 12 - March.csv,1
29/03/2021,Non-Nhs Contracts,Clin Admin Management Team,Icnh Ltd  (T/A Drdoctor),257802.0,CHWE 12 - March.csv,1
29/03/2021,Sbs Service Charge,Employee Relations,Nhs Shared Business Services,36699.0,CHWE 12 - March.csv,1
29/03/2021,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,53583.0,CHWE 12 - March.csv,1
29/03/2021,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,42540.0,CHWE 12 - March.csv,1
29/03/2021,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,51695.0,CHWE 12 - March.csv,1
29/03/2021,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,43324.0,CHWE 12 - March.csv,1
29/03/2021,Staff Flow Central Account,Trust-wide,Liaison Financial Services Ltd,45998.0,CHWE 12 - March.csv,1
29/03/2021,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,41965.0,CHWE 12 - March.csv,1
29/03/2021,Drugs,West Middlesex Pharmacy,Alloga Uk Limited,36000.0,CHWE 12 - March.csv,1
29/03/2021,Commercial Rents and Service Charge,Dean Street Facilities,Amas Ltd,95975.0,CHWE 12 - March.csv,1
01/10/2020,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,27913.0,CHWE 07 - October.csv,1
01/10/2020,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,35173.0,CHWE 07 - October.csv,1
01/10/2020,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,376665.0,CHWE 07 - October.csv,1
01/10/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),46068.0,CHWE 07 - October.csv,1
01/10/2020,M.R.I. Scans,Radiology:- Other Scanning,Alliance Medical Limited,60967.0,CHWE 07 - October.csv,1
01/10/2020,M.R.I. Scans,Radiology:- Other Scanning,Alliance Medical Limited,86302.0,CHWE 07 - October.csv,1
01/10/2020,M.R.I. Scans,Radiology:- Other Scanning,Alliance Medical Limited,93318.0,CHWE 07 - October.csv,1
01/10/2020,Quarterly Rent,10 Hammersmith Broadway,Nuclear Liablities Fund Ltd,114769.0,CHWE 07 - October.csv,1
01/10/2020,Soft Services,Trust-wide,Iss Mediclean Limited,29000.0,CHWE 07 - October.csv,1
01/10/2020,Fire Stopping Compartment,Facilities-Covid-19,Ensigna Construction Ltd,49222.0,CHWE 07 - October.csv,1
01/10/2020,P.T.S. - Main Contract,Trust-wide,Hats Group Ltd,199946.0,CHWE 07 - October.csv,1
01/10/2020,P.T.S. - Main Contract,Trust-wide,Hats Group Ltd,199946.0,CHWE 07 - October.csv,1
01/10/2020,Drugs,Chelsea Pharmacy,Csl Behring Uk Ltd,50400.0,CHWE 07 - October.csv,1
06/10/2020,Drugs,Chelsea Pharmacy,Aah Pharmaceuticals Ltd,33593.0,CHWE 07 - October.csv,1
09/10/2020,Agency Nurse - Band 5,Chelsea Site,Care Providers Ltd,108527.0,CHWE 07 - October.csv,1
09/10/2020,Building Expenditure,Transformer Replacement and Upgrade ,Jca Engineering Limited,291692.0,CHWE 07 - October.csv,1
09/10/2020,Medical Equipment,Xray Room 2,Ge Medical Systems Ltd (Ge Healthcare),74418.0,CHWE 07 - October.csv,1
09/10/2020,General Maintenance Contracts,Decontamination Services Dept,Nhs Supply Chain Maintenance (201),57177.0,CHWE 07 - October.csv,1
09/10/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,175000.0,CHWE 07 - October.csv,1
09/10/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,175000.0,CHWE 07 - October.csv,1
09/10/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,175000.0,CHWE 07 - October.csv,1
09/10/2020,Nw London Pathology Contract,Imperial Pathology (Central),North West London Pathology,1808593.0,CHWE 07 - October.csv,1
09/10/2020,Nw London Pathology Contract,Imperial Pathology (Central),North West London Pathology,178520.0,CHWE 07 - October.csv,1
09/10/2020,Dispensing Fee,Pharmacy Outpatients,Boots Uk Ltd,27491.0,CHWE 07 - October.csv,1
09/10/2020,Drugs,Chelsea Pharmacy,St George'S University Hospitals Nhs Ft,96684.0,CHWE 07 - October.csv,1
09/10/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),139608.0,CHWE 07 - October.csv,1
09/10/2020,Training Expenses,Arc Core                      ,Eventage Ltd,28800.0,CHWE 07 - October.csv,1
13/10/2020,Building Expenditure,2nd QMMU fire door replacement project,Bywest Ltd,118775.0,CHWE 07 - October.csv,1
13/10/2020,Building Expenditure,NICU/ICU Extension,Mclaughlin & Harvey Ltd,777744.0,CHWE 07 - October.csv,1
13/10/2020,Building Expenditure,Lift Services,Specialist Lift Services,28944.0,CHWE 07 - October.csv,1
13/10/2020,Computer & I.T. - Other,I.T Management,Intersystems,30282.0,CHWE 07 - October.csv,1
13/10/2020,Computer Maintenance Contracts,Radiology,Sectra Ltd,109997.0,CHWE 07 - October.csv,1
13/10/2020,General Computer Hardware,Epr Cross Site Project,Cerner Limited,33267.0,CHWE 07 - October.csv,1
13/10/2020,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,125719.0,CHWE 07 - October.csv,1
13/10/2020,General Maintenance Contracts,Trust-wide,Jca Engineering Limited,139797.0,CHWE 07 - October.csv,1
13/10/2020,M.S.S.E. - Other,C-Virus - Preparatory Spend,Mi Hub Limited T/A Alexandra,87500.0,CHWE 07 - October.csv,1
13/10/2020,Non-Nhs Contracts,Cardiac Cath Lab,Medtronic Limited,150218.0,CHWE 07 - October.csv,1
13/10/2020,Research & Development Exp,Prep Study,Public Health England,121686.0,CHWE 07 - October.csv,1
13/10/2020,Service Charge - Core Pfi,Pfi Unitary Payment,Bywest Ltd,1463330.0,CHWE 07 - October.csv,1
13/10/2020,Services From Non Nhs Org,Medical Outliers,Medihome Ltd,55733.0,CHWE 07 - October.csv,1
13/10/2020,Dispensing Fee,Pharmacy Outpatients,Boots Uk Ltd,58582.0,CHWE 07 - October.csv,1
13/10/2020,Drugs,Chelsea Pharmacy,Alloga Uk Limited,28800.0,CHWE 07 - October.csv,1
13/10/2020,Drugs,Chelsea Pharmacy,Alloga Uk Limited,36000.0,CHWE 07 - October.csv,1
13/10/2020,Drugs,West Middlesex Pharmacy,Roche Products Ltd,27755.0,CHWE 07 - October.csv,1
13/10/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),78694.0,CHWE 07 - October.csv,1
13/10/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),113739.0,CHWE 07 - October.csv,1
13/10/2020,Clinical Supplies,Divisional Areas,Nhs Supply Chain Roarp (101),82511.0,CHWE 07 - October.csv,1
13/10/2020,Lab. Equipment - Routine Items,Respiratory - Management,Baywater Healthcare Uk Ltd,27689.0,CHWE 07 - October.csv,1
13/10/2020,Lab. Equipment - Routine Items,Respiratory - Management,Baywater Healthcare Uk Ltd,27823.0,CHWE 07 - October.csv,1
13/10/2020,Service Charge - Variation Pfi,Pfi Unitary Payment,Bywest Ltd,315939.0,CHWE 07 - October.csv,1
13/10/2020,Waste Mgmnt Contract Variation,Facilities Mgmt,Bouygues E&S Fm Uk Limited,43687.0,CHWE 07 - October.csv,1
16/10/2020,Computer Maintenance Contracts,Radiology,Sectra Ltd,70005.0,CHWE 07 - October.csv,1
16/10/2020,Electricty,Trust-wide,Edf Energy 1 Ltd,183717.0,CHWE 07 - October.csv,1
16/10/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),48266.0,CHWE 07 - October.csv,1
16/10/2020,Image Exchange Portal,Radiology,Medica Reporting Ltd (Medica Group),43944.0,CHWE 07 - October.csv,1
16/10/2020,Buiding works,Hammersmith Broadway,Area Sq Ltd,30000.0,CHWE 07 - October.csv,1
16/10/2020,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),62514.0,CHWE 07 - October.csv,1
16/10/2020,Non-Nhs Contracts,Radiology Department,Medica Reporting Ltd (Medica Group),70118.0,CHWE 07 - October.csv,1
16/10/2020,Soft Services,Trust-wide,Iss Mediclean Limited,45141.0,CHWE 07 - October.csv,1
