ccg,date,expensetype,expensearea,supplier,transactionnumber,amount,file,negative,exepensearea
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR R DASOJU & PARTNERS,33585691,2389.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR R DASOJU & PARTNERS,33585691,18.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR R DASOJU & PARTNERS,33585691,4781.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR SHC VALENTINE,33585691,426.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR SHC VALENTINE,33585693,23684.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,DR SHC VALENTINE,33585693,1793.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR SHC VALENTINE,33585693,428.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR SHC VALENTINE,33585693,3210.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR SHC VALENTINE,33585693,48.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR SHC VALENTINE,33585693,1931.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR SK GILL,33585693,876.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR SK GILL,33585695,44242.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR SK GILL,33585695,821.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR SK GILL,33585695,4197.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR SK GILL,33585695,896.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,DR SK GILL,33585695,268.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR SK GILL,33585695,122.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR SK GILL,33585695,4280.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR SS GORAYA,33585695,65.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR SS GORAYA,33585697,30946.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR SS GORAYA,33585697,583.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR SS GORAYA,33585697,2075.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR SS GORAYA,33585697,1056.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,DR SS GORAYA,33585697,44.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR SS GORAYA,33585697,32.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR SS GORAYA,33585697,3149.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR WM MOUSTAFA,33585697,22220.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR WM MOUSTAFA,33585700,418.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR WM MOUSTAFA,33585700,4750.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR WM MOUSTAFA,33585700,2965.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR WM MOUSTAFA,33585700,1736.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR VB BHATT,33585700,53.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR VB BHATT,33585703,32864.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,DR VB BHATT,33585703,607.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR VB BHATT,33585703,1450.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR VB BHATT,33585703,25.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR VB BHATT,33585703,2742.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,DR VB BHATT,33585703,27.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,DR VB BHATT,33585703,26.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,ELMBANK SURGERY,33585703,151.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,ELMBANK SURGERY,33585705,33357.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,ELMBANK SURGERY,33585705,1616.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,ELMBANK SURGERY,33585705,34.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,ELMBANK SURGERY,33585705,3307.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,EALING PARK HEALTH CENTRE,33585705,157.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,EALING PARK HEALTH CENTRE,33585707,64346.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,EALING PARK HEALTH CENTRE,33585707,1231.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Locum Adop/Pat/Mat,EALING PARK HEALTH CENTRE,33585707,4142.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,EALING PARK HEALTH CENTRE,33585707,1507.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,EALING PARK HEALTH CENTRE,33585707,117.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,EALING PARK HEALTH CENTRE,33585707,73.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,EALING PARK HEALTH CENTRE,33585707,5349.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,GOODCARE PRACTICE,33585707,77.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,GOODCARE PRACTICE,33585710,54082.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,GOODCARE PRACTICE,33585710,1024.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Clinical Waste,GOODCARE PRACTICE,33585710,57.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Healthcentre Rates,GOODCARE PRACTICE,33585710,2396.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Healthcentre Rent,GOODCARE PRACTICE,33585710,28143.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,GOODCARE PRACTICE,33585710,89.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,GOODCARE PRACTICE,33585710,36.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,GOODCARE PRACTICE,33585710,4696.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,GORDON HOUSE SURGERY,33585710,1924.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,GORDON HOUSE SURGERY,33585712,7358.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,GORDON HOUSE SURGERY,33585712,93710.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,GORDON HOUSE SURGERY,33585712,3664.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,GORDON HOUSE SURGERY,33585712,7612.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,GORDON HOUSE SURGERY,33585712,1810.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,GORDON HOUSE SURGERY,33585712,105.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,GORDON HOUSE SURGERY,33585712,8784.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,HILLCREST SURGERY LONDON,33585712,1442.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,HILLCREST SURGERY LONDON,33585716,9611.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HILLCREST SURGERY LONDON,33585716,61989.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,HILLCREST SURGERY LONDON,33585716,4785.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,HILLCREST SURGERY LONDON,33585716,9942.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,HILLCREST SURGERY LONDON,33585716,1216.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,HILLCREST SURGERY LONDON,33585716,15632.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,HILLCREST SURGERY LONDON,33585716,2730.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,HILLCREST SURGERY LONDON,33585716,85.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HILLCREST SURGERY LONDON,33585716,4958.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,HILLCREST SURGERY LONDON,33585716,3809.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,HILLCREST SURGERY LONDON,33585716,4341.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HEALTH PROMOTION CENTRE,33585716,30309.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,HEALTH PROMOTION CENTRE,33585718,594.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,HEALTH PROMOTION CENTRE,33585718,2150.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,HEALTH PROMOTION CENTRE,33585718,817.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HEALTH PROMOTION CENTRE,33585718,3387.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,ISLIP MANOR SURGERY,33585718,143.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,ISLIP MANOR SURGERY,33585720,32581.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,ISLIP MANOR SURGERY,33585720,615.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,ISLIP MANOR SURGERY,33585720,2389.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,ISLIP MANOR SURGERY,33585720,11293.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,ISLIP MANOR SURGERY,33585720,1407.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,ISLIP MANOR SURGERY,33585720,57.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,JUBILEE GARDENS MEDICAL CENTRE,33585720,200.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,JUBILEE GARDENS MEDICAL CENTRE,33585722,48457.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,JUBILEE GARDENS MEDICAL CENTRE,33585722,928.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,JUBILEE GARDENS MEDICAL CENTRE,33585722,48.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,JUBILEE GARDENS MEDICAL CENTRE,33585722,5616.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,KS MEDICAL CENTRE,33585722,41934.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,KS MEDICAL CENTRE,33585724,806.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,KS MEDICAL CENTRE,33585724,3029.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,KS MEDICAL CENTRE,33585724,4455.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MANDEVILLE MEDICAL CENTRE,33585724,36261.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MANDEVILLE MEDICAL CENTRE,33585726,651.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,MANDEVILLE MEDICAL CENTRE,33585726,2567.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,MANDEVILLE MEDICAL CENTRE,33585726,1309.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MANDEVILLE MEDICAL CENTRE,33585726,3030.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs,MWH PRACTICE,33585726,-21090.0,NWEA 05 - August.pdf.csv,-1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,MWH PRACTICE,33585727,-20915.0,NWEA 05 - August.pdf.csv,-1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,MWH PRACTICE,33585727,183.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MWH PRACTICE,33585728,75997.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,MWH PRACTICE,33585728,1452.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,MWH PRACTICE,33585728,1933.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,MWH PRACTICE,33585728,770.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,MWH PRACTICE,33585728,18.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,MWH PRACTICE,33585728,6433.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SUNRISE MEDICAL PRACTICE SOUTHALL,33585728,33687.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,SUNRISE MEDICAL PRACTICE SOUTHALL,33585730,606.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,SUNRISE MEDICAL PRACTICE SOUTHALL,33585730,2300.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SUNRISE MEDICAL PRACTICE SOUTHALL,33585730,3511.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,CHISWICK FAMILY PRACTICE,33585730,29984.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,CHISWICK FAMILY PRACTICE,33585735,569.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,CHISWICK FAMILY PRACTICE,33585735,1450.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,CHISWICK FAMILY PRACTICE,33585735,977.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,CHISWICK FAMILY PRACTICE,33585735,2763.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,HAMMOND ROAD PRACTICE,33585735,51.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HAMMOND ROAD PRACTICE,33585736,33601.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,HAMMOND ROAD PRACTICE,33585736,628.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,HAMMOND ROAD PRACTICE,33585736,1983.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,HAMMOND ROAD PRACTICE,33585736,1663.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,HAMMOND ROAD PRACTICE,33585736,25.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HAMMOND ROAD PRACTICE,33585736,3193.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,WESTSEVEN GP,33585736,338.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,WESTSEVEN GP,33585738,4478.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,WESTSEVEN GP,33585738,32497.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,WESTSEVEN GP,33585738,2230.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,WESTSEVEN GP,33585738,4633.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Participation,WESTSEVEN GP,33585738,600.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,WESTSEVEN GP,33585738,12698.0,NWEA 05 - August.pdf.csv,1,
NHS Ealing CCG,31-Aug-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,WESTSEVEN GP,33585738,71.0,NWEA 05 - August.pdf.csv,1,
