ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR M M BAYER & PARTNERS,33956148,16.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR M M BAYER & PARTNERS,33956148,5057.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,DR M M BAYER & PARTNERS,33956148,428.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR KRAUS & PTNRS,33956150,262.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR KRAUS & PTNRS,33956150,60088.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR KRAUS & PTNRS,33956150,13230.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR KRAUS & PTNRS,33956150,78.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR KRAUS & PTNRS,33956150,6028.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR M A KHAN & PARTNERS LONDON,33956152,19384.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR M A KHAN & PARTNERS LONDON,33956152,420.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR M A KHAN & PARTNERS LONDON,33956152,583.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR M A KHAN & PARTNERS LONDON,33956152,52014.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Other Addtl Staff Paymts,DR M A KHAN & PARTNERS LONDON,33956152,1485.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR M A KHAN & PARTNERS LONDON,33956152,19517.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR M A KHAN & PARTNERS LONDON,33956152,1569.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR M A KHAN & PARTNERS LONDON,33956152,3694.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR M A KHAN & PARTNERS LONDON,33956152,3968.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Additional Staff Payments,DR P C MEHTA & DR S P MEHTA,33956154,867.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR P C MEHTA & DR S P MEHTA,33956154,43984.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR P C MEHTA & DR S P MEHTA,33956154,1885.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR P C MEHTA & DR S P MEHTA,33956154,3238.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR P C MEHTA & DR S P MEHTA,33956154,9468.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,DR P C MEHTA & DR S P MEHTA,33956154,87.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR P C MEHTA & DR S P MEHTA,33956154,4438.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR P CHATLANI,33956156,38.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR P CHATLANI,33956156,280.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR P CHATLANI,33956156,627.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR P CHATLANI,33956156,35573.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR P CHATLANI,33956156,9.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR P CHATLANI,33956156,2726.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR P JAGADAMBE & DR KHURJEKAR,33956158,781.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR P JAGADAMBE & DR KHURJEKAR,33956158,39608.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR P JAGADAMBE & DR KHURJEKAR,33956158,3091.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR P JAGADAMBE & DR KHURJEKAR,33956158,69.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR P JAGADAMBE & DR KHURJEKAR,33956158,2559.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR R RASOOLY,33956159,1820.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR R RASOOLY,33956159,649.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR R RASOOLY,33956159,73212.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR R RASOOLY,33956159,6766.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR R RASOOLY,33956159,5733.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR RAMDAHEN & PARTNERS,33956162,649.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR RAMDAHEN & PARTNERS,33956162,101547.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR REDRADO & PARTNERS,33956164,19.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR REDRADO & PARTNERS,33956164,253.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR REDRADO & PARTNERS,33956164,60405.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR REDRADO & PARTNERS,33956164,2241.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR REDRADO & PARTNERS,33956164,2445.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR REDRADO & PARTNERS,33956164,1195.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR REDRADO & PARTNERS,33956164,2.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR REDRADO & PARTNERS,33956164,3345.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR PB PATEL,33956166,69.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR PB PATEL,33956166,700.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR PB PATEL,33956166,33779.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Locum Sickness,DR PB PATEL,33956166,2974.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR PB PATEL,33956166,13.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR PB PATEL,33956166,2105.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR PV KUMAR (GMS),33956168,23898.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR PV KUMAR (GMS),33956168,3769.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR PV KUMAR (GMS),33956168,5554.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,DR PV KUMAR (GMS),33956168,1309.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR PV KUMAR (GMS),33956168,2648.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR ZN NAJIM,33956170,1320.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR ZN NAJIM,33956170,46436.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR ZN NAJIM,33956170,5800.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR ZN NAJIM,33956170,1257.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR ZN NAJIM,33956170,2882.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR T PRADHAN & PARTNERS,33956172,751.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,DR T PRADHAN & PARTNERS,33956172,1568.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR T PRADHAN & PARTNERS,33956172,182430.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR T PRADHAN & PARTNERS,33956172,1643.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR T PRADHAN & PARTNERS,33956172,1309.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR T PRADHAN & PARTNERS,33956172,179.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR T PRADHAN & PARTNERS,33956172,9851.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR TATE & PARTNERS,33956174,63.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,DR TATE & PARTNERS,33956174,4041.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,DR TATE & PARTNERS,33956174,1960.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR TATE & PARTNERS,33956174,64166.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCN DES Clinical Director,DR TATE & PARTNERS,33956174,2004.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,DR TATE & PARTNERS,33956174,4175.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR TATE & PARTNERS,33956174,16339.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR TATE & PARTNERS,33956174,383.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR TATE & PARTNERS,33956174,2346.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,DR TATE & PARTNERS,33956174,29.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR TATE & PARTNERS,33956174,5063.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,HARROW ROAD SURGERY WEMBLEY,33956176,36992.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,HARROW ROAD SURGERY WEMBLEY,33956176,876.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS DES Minor Surgery,HARROW ROAD SURGERY WEMBLEY,33956176,264.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,HARROW ROAD SURGERY WEMBLEY,33956176,9227.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,HARROW ROAD SURGERY WEMBLEY,33956176,8829.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Rates,HARROW ROAD SURGERY WEMBLEY,33956176,1226.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prof fees Prescribing,HARROW ROAD SURGERY WEMBLEY,33956176,126.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,HARROW ROAD SURGERY WEMBLEY,33956176,3025.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,HAZELDENE MEDICAL CENTRE,33956179,256.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,HAZELDENE MEDICAL CENTRE,33956179,88.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HAZELDENE MEDICAL CENTRE,33956179,111565.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,HAZELDENE MEDICAL CENTRE,33956179,37600.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,HAZELDENE MEDICAL CENTRE,33956179,11141.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,HAZELDENE MEDICAL CENTRE,33956179,3615.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,HAZELDENE MEDICAL CENTRE,33956179,140.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HAZELDENE MEDICAL CENTRE,33956179,8014.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,SMS MEDICAL PRACTICE,33956181,14641.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SMS MEDICAL PRACTICE,33956181,34106.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,SMS MEDICAL PRACTICE,33956181,5712.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,SMS MEDICAL PRACTICE,33956181,892.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SMS MEDICAL PRACTICE,33956181,1994.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,BRAMPTON HEALTH CENTRE,33956184,34.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,BRAMPTON HEALTH CENTRE,33956184,792.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,BRAMPTON HEALTH CENTRE,33956184,36383.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,BRAMPTON HEALTH CENTRE,33956184,2445.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,BRAMPTON HEALTH CENTRE,33956184,4.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,BRAMPTON HEALTH CENTRE,33956184,2678.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,CHALKHILL FAMILY PRACTICE,33956185,-11271.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,CHALKHILL FAMILY PRACTICE,33956185,-1081.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,CHALKHILL FAMILY PRACTICE,33956185,-1151.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,CHALKHILL FAMILY PRACTICE,33956185,-17533.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,,PRC DELEGATED CO-COMMISSIONING,,CHALKHILL FAMILY PRACTICE,33956185,-17513.0,NWBR 06 - September.pdf.csv,-1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,CHALKHILL FAMILY PRACTICE,33956186,983.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,CHALKHILL FAMILY PRACTICE,33956186,1820.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,CHALKHILL FAMILY PRACTICE,33956186,1562.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,CHALKHILL FAMILY PRACTICE,33956186,49376.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prof Fees Prescribing,CHALKHILL FAMILY PRACTICE,33956186,34.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,CHALKHILL FAMILY PRACTICE,33956186,4251.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SUDBURY & ALPERTON MEDICAL,33956188,65285.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,SUDBURY & ALPERTON MEDICAL,33956188,4500.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,SUDBURY & ALPERTON MEDICAL,33956188,4617.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,SUDBURY & ALPERTON MEDICAL,33956188,4118.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,LANCELOT MEDICAL CENTRE,33956190,140.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,LANCELOT MEDICAL CENTRE,33956190,42841.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Other,LANCELOT MEDICAL CENTRE,33956190,4373.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,LANCELOT MEDICAL CENTRE,33956190,1025.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,LANCELOT MEDICAL CENTRE,33956190,5935.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,LANCELOT MEDICAL CENTRE,33956190,131.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,LANCELOT MEDICAL CENTRE,33956190,3118.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,11.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Learn Dsblty Hlth Chk,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,980.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Minor Surgery,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,902.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,83776.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS PCO Locum Adop/Pat/Mat,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,2286.0,NWBR 06 - September.pdf.csv,1,
NHS Brent CCG,30-Sep-20,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,WEMBLEY PARK DRIVE MEDICAL CENTRE,33956192,9191.0,NWBR 06 - September.pdf.csv,1,
