supplier,date,expensearea,expensetype,transactionnumber,amount,file,negative
Supply Chain Coordination Ltd Consumables 101,10/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1441585,81920.0,CROY 06 - Spetember.csv,1
Supply Chain Coordination Ltd Consumables 101,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1441255,196590.0,CROY 06 - Spetember.csv,1
Supply Chain Coordination Ltd Consumables 101,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1442223,95533.0,CROY 06 - Spetember.csv,1
Supply Chain Coordination Ltd Consumables 101,17/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1443212,98385.0,CROY 06 - Spetember.csv,1
Supply Chain Coordination Ltd Consumables 101,25/09/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1444015,101757.0,CROY 06 - Spetember.csv,1
Supply Chain Coordination Ltd Maintenance 201,10/09/2020,Cardiac Cath Lab-Cbu2,Professional Fees,1442252,65323.0,CROY 06 - Spetember.csv,1
T&B (Contractors) Limited			,10/09/2020,Balance Sheet,Additions - Assets Under Const,1442393,38810.0,CROY 06 - Spetember.csv,1
Veolia Energy And Utility Services Uk Plc,17/09/2020,Energy Centre Running Costs,Professional Fees,1439046,30860.0,CROY 06 - Spetember.csv,1
Advanced Business Solutions,23/10/2020,Balance Sheet,Additions - Information Techno,1447743,73802.0,CROY 07 - October.csv,1
Apogee Corporation,23/10/2020,It System Support,Photocopying/Xerox,1448174,49752.0,CROY 07 - October.csv,1
Brake Bros (Foodservice) Ltd,01/10/2020,Catering-Patient Services E&F,Provisions (Food & Drink),1445979,26693.0,CROY 07 - October.csv,1
Cerner Ltd,01/10/2020,Balance Sheet,Additions - Information Techno,1442048,86737.0,CROY 07 - October.csv,1
Cerner Ltd,23/10/2020,Balance Sheet,Additions - Information Techno,1446649,69154.0,CROY 07 - October.csv,1
Cerner Ltd,15/10/2020,Application Support,Cerner Millenium Ann Support,1448500,209483.0,CROY 07 - October.csv,1
Communitas Clinics Ltd,01/10/2020,Ent - Medical,Contract External,1445934,51664.0,CROY 07 - October.csv,1
Communitas Clinics Ltd,23/10/2020,Ent - Medical,Contract External,1449899,51664.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,01/10/2020,Anti Coagulation,Contract External,1430575,33293.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,01/10/2020,Anti Coagulation,Contract External,1434450,33293.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,01/10/2020,Anti Coagulation,Contract External,1445143,33293.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,01/10/2020,Adult Ucc,Gp Collaborative,1445144,118996.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,01/10/2020,Adult Ucc,Gp Collaborative,1445149,119237.0,CROY 07 - October.csv,1
Croydon Gp Collaborative Ltd,28/10/2020,Adult Ucc,Gp Collaborative,1449835,118996.0,CROY 07 - October.csv,1
Dr Foster Ltd,28/10/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1451062,35400.0,CROY 07 - October.csv,1
Edf Energy,23/10/2020,Energy - Cuh,Electricity,1448532,30856.0,CROY 07 - October.csv,1
Edf Energy,28/10/2020,Energy - Cuh,Electricity,1450209,45468.0,CROY 07 - October.csv,1
Egton Medical Information Systems Ltd,15/10/2020,Application Support,Emis / Epex Support Contract,1448469,67352.0,CROY 07 - October.csv,1
G4s Facilities Management (Uk) Ltd,28/10/2020,Domestic Contract,Contract - Domestic,1450227,570836.0,CROY 07 - October.csv,1
Hats Group Ltd,15/10/2020,Patient Transport,Patient Non Emerg. Transport,1448827,95789.0,CROY 07 - October.csv,1
Hats Group Ltd,23/10/2020,Patient Transport,Patient Non Emerg. Transport,1450299,156767.0,CROY 07 - October.csv,1
Icts Uk Ltd,15/10/2020,Security,Contract - Security Services,1447022,53245.0,CROY 07 - October.csv,1
Inhealth Ltd,01/10/2020,Mri'S & Other Scans,Mri Contract - In Health,1432895,205498.0,CROY 07 - October.csv,1
Inhealth Ltd,01/10/2020,Mri'S & Other Scans,Mri Contract - In Health,1445540,205498.0,CROY 07 - October.csv,1
Inhealth Ltd,01/10/2020,Mri'S & Other Scans,Mri Contract - In Health,1445602,460815.0,CROY 07 - October.csv,1
Inhealth Ltd,08/10/2020,Mri'S & Other Scans,Mri Contract - In Health,1441518,168667.0,CROY 07 - October.csv,1
Inhealth Ltd,08/10/2020,Mri'S & Other Scans,Mri Contract - In Health,1442261,249125.0,CROY 07 - October.csv,1
Insight Direct Uk Ltd,08/10/2020,Balance Sheet,Additions - Information Techno,1447031,57482.0,CROY 07 - October.csv,1
Insight Direct Uk Ltd,28/10/2020,Revalidation Costs,Computer Software - Purchases,1446957,26400.0,CROY 07 - October.csv,1
Keystream Healthcare Resources Limited,28/10/2020,It Management,Consultancy Fees,1450614,39900.0,CROY 07 - October.csv,1
Keystream Healthcare Resources Limited,28/10/2020,It Management,Consultancy Fees,1450616,29400.0,CROY 07 - October.csv,1
Lloyds Pharmacy Ltd,01/10/2020,Pharmacy,Drugs,1443337,212983.0,CROY 07 - October.csv,1
London Borough Of Croydon,23/10/2020,Safeguarding Children Team Pct,Director Of Nursing,1446342,33850.0,CROY 07 - October.csv,1
Maguire Brothers,15/10/2020,Balance Sheet,Additions - Assets Under Const,1447822,39636.0,CROY 07 - October.csv,1
Medica Reporting Ltd (Medica Group),15/10/2020,Radiology - Medical,Fees For Medical Reports,1438097,25838.0,CROY 07 - October.csv,1
Morgan Law Partners Llp,08/10/2020,Corona Virus,Agency Senior Manager,1442031,28560.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,329.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,26818.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,45767.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,5867.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,3327.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,9250.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,16516.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1445521,27255.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,40721.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,8999.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,55985.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,13466.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,14760.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,7370.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,5219.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,27459.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,35101.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,01/10/2020,Day Surgery Unit,Bank A&C - Band 2,1445907,93929.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,16604.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,29686.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,237.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,1798.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,4062.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1446368,12886.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,35103.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,8798.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,68600.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,12843.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,18472.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,6802.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,8369.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,38351.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,35509.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,08/10/2020,Day Surgery Unit,Bank A&C - Band 2,1447721,89808.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,29866.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,62084.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,3262.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,5899.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,12173.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,29439.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1448508,43932.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,41880.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,9504.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,57511.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,15250.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,14132.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,7497.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,6112.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,33646.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,32945.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,15/10/2020,Day Surgery Unit,Bank A&C - Band 2,1448477,94669.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,25316.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,48793.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,5053.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,2616.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,8110.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,9612.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450084,38145.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,36507.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,8605.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,56836.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,9770.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,17433.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,9917.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,5817.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,30231.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,28451.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,23/10/2020,Day Surgery Unit,Bank A&C - Band 2,1450044,103812.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,20427.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,46079.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,6514.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,6075.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,8255.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,16181.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,28/10/2020,Day Surgery Unit,Agency Nurse - Band 6,1450621,30282.0,CROY 07 - October.csv,1
Nhs Professionals Ltd,20/10/2020,Overseas Recruitment,Professional Fees,1445924,62400.0,CROY 07 - October.csv,1
Pentax Uk Limited,28/10/2020,Balance Sheet,Additions - Plant & Machinery,1445688,358481.0,CROY 07 - October.csv,1
Pentax Uk Limited,28/10/2020,Balance Sheet,Additions - Plant & Machinery,1447025,66670.0,CROY 07 - October.csv,1
Pentax Uk Limited,28/10/2020,Balance Sheet,Additions - Plant & Machinery,1447036,522212.0,CROY 07 - October.csv,1
Philips Healthcare,01/10/2020,Corona Virus,Medical & Surgical Equip Gen,1443394,4694.0,CROY 07 - October.csv,1
Philips Healthcare,01/10/2020,Corona Virus,Medical & Surgical Equip Gen,1443394,111371.0,CROY 07 - October.csv,1
Primary Care Partners Ltd,15/10/2020,Adult Ucc,At Medics,1440987,34047.0,CROY 07 - October.csv,1
Rugged Display Products Ltd,15/10/2020,Balance Sheet,Additions - Information Techno,1445728,32580.0,CROY 07 - October.csv,1
Ryalto Ltd,01/10/2020,"It Hardware,Software&Licensing",Computer Software - Purchases,1433157,42000.0,CROY 07 - October.csv,1
Smith & Nephew Advanced Surgical Devices,23/10/2020,Day Surgery Unit,Medical & Surgical Equip Gen,1449654,27089.0,CROY 07 - October.csv,1
Supply Chain Coordination Ltd Consumables 101,15/10/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1446679,181061.0,CROY 07 - October.csv,1
Supply Chain Coordination Ltd Consumables 101,28/10/2020,Balance Sheet,Mat Man Nhs Sc Reconciliation,1448216,124669.0,CROY 07 - October.csv,1
Teerco Uk Ltd,01/10/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1446003,116400.0,CROY 07 - October.csv,1
Total Gas & Power,08/10/2020,Energy - Cuh,Gas,1446734,45816.0,CROY 07 - October.csv,1
Veolia Energy And Utility Services Uk Plc,23/10/2020,Energy Centre Running Costs,Professional Fees,1447043,30029.0,CROY 07 - October.csv,1
Veolia Energy And Utility Services Uk Plc,23/10/2020,Energy Centre Running Costs,Professional Fees,1447044,28454.0,CROY 07 - October.csv,1
Wave Anglian Water Business (National) Limite,01/10/2020,Energy - Cuh,Water,1445917,94240.0,CROY 07 - October.csv,1
A1r Services Ltd,26/11/2020,Balance Sheet,Bv B/F - Assets Under Construc,1456179,27000.0,CROY 08 - November.csv,1
Adp Architecture Limited,26/11/2020,Balance Sheet,Additions - Assets Under Const,1456545,39875.0,CROY 08 - November.csv,1
Advanced Business Solutions,12/11/2020,"It Hardware,Software&Licensing",Computer - Maint & Licences,1436455,58581.0,CROY 08 - November.csv,1
Bender Uk Ltd,26/11/2020,Balance Sheet,Additions - Plant & Machinery,1407321,28402.0,CROY 08 - November.csv,1
Cerner Ltd,12/11/2020,Application Support,Cerner Millenium Ann Support,1452376,209483.0,CROY 08 - November.csv,1
Charterhouse Voice & Data Ltd,05/11/2020,Balance Sheet,Additions - Information Techno,1447793,34760.0,CROY 08 - November.csv,1
Cinos Ltd,19/11/2020,Corona Virus,Computer - Maint & Licences,1445023,36192.0,CROY 08 - November.csv,1
Clinisys Solutions Ltd,05/11/2020,Application Support,Pc Software Maintenance,1452059,79548.0,CROY 08 - November.csv,1
Communitas Clinics Ltd,19/11/2020,Ent - Medical,Contract External,1454972,51664.0,CROY 08 - November.csv,1
Croydon Gp Collaborative Ltd,12/11/2020,Anti Coagulation,Contract External,1449831,33293.0,CROY 08 - November.csv,1
Croydon Gp Collaborative Ltd,26/11/2020,Anti Coagulation,Contract External,1455551,33293.0,CROY 08 - November.csv,1
Croydon Gp Collaborative Ltd,26/11/2020,Adult Ucc,Gp Collaborative,1455552,118996.0,CROY 08 - November.csv,1
Elis Uk Ltd,05/11/2020,Linen & Laundry Services,Bedding & Linen,1452463,61457.0,CROY 08 - November.csv,1
Elis Uk Ltd,05/11/2020,Linen & Laundry Services,Staff Uniforms & Clothing,1452464,60863.0,CROY 08 - November.csv,1
Foley Ltd,19/11/2020,Balance Sheet,Additions - Assets Under Const,1453815,25000.0,CROY 08 - November.csv,1
G4s Facilities Management (Uk) Ltd,26/11/2020,Corona Virus,Contract - Domestic,1454394,69932.0,CROY 08 - November.csv,1
G4s Facilities Management (Uk) Ltd,26/11/2020,Domestic Contract,Contract - Domestic,1454395,584172.0,CROY 08 - November.csv,1
Hats Group Ltd,26/11/2020,Patient Transport,Patient Non Emerg. Transport,1456322,156767.0,CROY 08 - November.csv,1
Icts Uk Ltd,19/11/2020,Security,Contract - Security Services,1453438,55189.0,CROY 08 - November.csv,1
Inhealth Ltd,12/11/2020,Mri'S & Other Scans,Mri Contract - In Health,1451228,207633.0,CROY 08 - November.csv,1
Keystream Healthcare Resources Limited,05/11/2020,Balance Sheet,Additions - Information Techno,1448792,35280.0,CROY 08 - November.csv,1
Keystream Healthcare Resources Limited,19/11/2020,Balance Sheet,Additions - Information Techno,1453868,43344.0,CROY 08 - November.csv,1
Lloyds Pharmacy Ltd,12/11/2020,Pharmacy- Drugs Issues,Drugs,1448453,248878.0,CROY 08 - November.csv,1
Lloyds Pharmacy Ltd,12/11/2020,Pharmacy- Drugs Issues,Drugs,1453721,266874.0,CROY 08 - November.csv,1
Lloyds Tsb Commercial Finance,26/11/2020,Balance Sheet,Additions - Assets Under Const,1456241,32300.0,CROY 08 - November.csv,1
Logan Construction (South-East ) Limited			,12/11/2020,Balance Sheet,Additions - Assets Under Const,1452430,130203.0,CROY 08 - November.csv,1
Maguire Brothers,19/11/2020,Balance Sheet,Additions - Assets Under Const,1453186,49751.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,38913.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,43801.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,3119.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,3331.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,9582.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,15901.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1451647,31342.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,29739.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,26693.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,53814.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,14022.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,22696.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,6448.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,8759.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,32745.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,39646.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451266,90811.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,1593.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,676.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,1719.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,1211.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,10797.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,283.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,9157.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,1961.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1451514,239.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,30408.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,20138.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,55160.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,17828.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,17232.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,10452.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,6094.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,35099.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,41971.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,05/11/2020,Day Surgery Unit,Bank A&C - Band 3,1452388,97872.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,44754.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,50842.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,3780.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,2764.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,12954.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,19791.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,12/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1453826,43755.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,36807.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,48739.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,4127.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,4502.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,7628.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,8640.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Agency Nurse - Band 6,1454981,34449.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,21596.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,33501.0,CROY 08 - November.csv,1
Nhs Professionals Ltd,19/11/2020,Day Surgery Unit,Bank A&C - Band 2,1454950,54960.0,CROY 08 - November.csv,1
