Department,CCG,Date,Expense Area,Expense Type,Supplier,Transaction Number,Amount
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS BRENT CCG,34325412,"38,021.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Serv Recd-CCGs,RECHARGES,NHS BRENT CCG,34325412,"247,702.00"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34340723,"54,111.92"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34340724,"54,111.92"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34340725,"54,111.92"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34340726,"32,298.33"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust,GENERAL RESERVE - PROGRAMME,LONDON NORTH WEST HEALTHCARE NHS TRUST,34340727,"26,582.50"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34340735,"38,883.79"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,LABEX ANALYTICAL LLP,34340736,"85,018.10"
Department of Health,NHS Harrow CCG,31/10/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,34340737,"36,883.19"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34340747,"-40,788.12"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,BMI HEALTHCARE LTD,34340749,"-42,147.88"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,URGENT CARE,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34340750,"174,252.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,LABEX ANALYTICAL LLP,34340751,"85,018.10"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,HARROW HEALTH CIC,34340758,"105,334.17"
Department of Health,NHS Harrow CCG,31/10/2020,Programme Support Costs,COMMUNITY SERVICES,HARROW HEALTH CIC,34340759,"89,739.25"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,LABEX FACILITIES LLP,34340764,"126,227.04"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,LABEX ANALYTICAL LLP,34340767,"85,018.10"
Department of Health,NHS Harrow CCG,31/10/2020,C&M-APMS LES Urgent Care,URGENT CARE,PINN MEDICAL CENTRE,34340777,"41,675.00"
Department of Health,NHS Harrow CCG,31/10/2020,Programme Support Costs,GP FORWARD VIEW,RIDGEWAY SURGERY,34340780,"45,833.33"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,HARROW HEALTH CIC,34340782,"60,883.60"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec NHS Trust-Non Contract,GENERAL RESERVE - PROGRAMME,SOUTH WEST LONDON AND ST GEORGE`S MENTAL HEALTH,34399244,"31,768.49"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,"NHS TRUST
DR D C PATEL & PARTNERS HARROW",34403529,"44,838.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,GENERAL RESERVE - PROGRAMME,K KARIA,34403530,"48,644.00"
Department of Health,NHS Harrow CCG,31/10/2020,Hcare Srv Rec Fdtn Trust-Non Contract,GENERAL RESERVE - PROGRAMME,OXFORD HEALTH NHS FOUNDATION TRUST,34408763,"63,427.00"
Department of Health,NHS Harrow CCG,31/10/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,DMC HEALTHCARE LTD,34408769,"34,082.00"
