Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction,Amount
Department of Health,NHS Waltham Forest CCG,31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,33225045,34622.59
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,34939.97
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,34946.81
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",LYNDHURST SURGERY LONDON,33230976,35186.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,35825.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract KPIs,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33092436,35978.98
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,WALTHAMSTOW EMP & NURSING AGENCY LTD,33237716,36000
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS PCN DES Clin Pharmacist,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,37635.84
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",MIRCOFACULTY,33069827,37735.58
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS LES Medical Fees,LOCAL ENHANCED SERVICES,HANDSWORTH MEDICAL PRACTICE LONDON,33230970,37938.6
Department of Health,NHS Waltham Forest CCG,31/07/2020,,ACUTE CHILDRENS SERVICES,"GREAT ORMOND STREET HOSPITAL FOR CHILDREN 
NHS FOUNDATION TRUST",33046306,39065.14
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST ROAD MEDICAL CENTRE,33230964,39765
Department of Health,NHS Waltham Forest CCG,31/07/2020,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,33191997,40675.48
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Independent Sector,HOSPICES,HAVEN HOUSE FOUNDATION LTD,32973036,40690.65
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",GREEN MAN MEDICAL CENTRE,33230971,40800.16
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FRANCIS ROAD MEDICAL CENTRE,33230968,42381.32
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,NCAS/OATS,ACCELERATE CIC,32983197,42500
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,OUTLOOK CARE,33383084,42742.05
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,PRIMARY CARE INVESTMENTS,MOORHOUSE CONSULTING LTD,33306557,42850
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HIGHAM HILL MEDICAL CENTRE,33069814,42859.45
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WOOD STREET HEALTH CENTRE,33069850,43301.3
Department of Health,NHS Waltham Forest CCG,31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,33225024,43741.52
Department of Health,NHS Waltham Forest CCG,31/07/2020,Voids and Subsidies,PROGRAMME PROJECTS,NHS PROPERTY SERVICES LTD,33225026,43969.12
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LL MEDICAL CARE LTD,33069823,44291.49
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMISSIONING - NON ACUTE,AGE UK WALTHAM FOREST,33255535,45601
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",SINNOTT ROAD SURGERY,33069839,47077.94
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR S PHILLIPS & DR M PATEL,33069805,48239
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"KING`S COLLEGE HOSPITAL NHS FOUNDATION 
TRUST",33046337,48545.86
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Clinical Other,"MENTAL HEALTH SERVICES - 
OTHER",ALZHEIMERS SOCIETY,33255665,49062.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FOREST SURGERY,33230966,49484.31
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care- Children,CHC CHILDREN,FOCUSED HEALTHCARE LTD,33183068,52078.08
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DR SHAH & PARTNERS,33069803,52207
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",OLD CHURCH SURGERY,33230979,52680.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,RICHMOND FELLOWSHIP,32983165,53124
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Independent Sector,HOSPICES,RICHMOND FELLOWSHIP,33154552,53124
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",RIDGEWAY SURGERY LONDON,33230983,53676.99
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,WF FEDERATED GP NETWORK LTD,33107489,55980.91
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",QUEENS ROAD MEDICAL CENTRE,33092437,56310.93
Department of Health,NHS Waltham Forest CCG,31/07/2020,Computer Network Costs,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,33355476,56817.56
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",FIRS,33247128,58023.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",LIME TREE SURGERY LONDON,33092435,58403.47
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",DRS SS & SJ KUMAR,33092433,59906.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,CARNALL FARRAR LTD,33107390,59988
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,PRIMARY CARE INVESTMENTS,MOORHOUSE CONSULTING LTD,33306559,60500
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,33046296,60736.34
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",PENRYHN SURGERY,33069833,62113.33
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,WHEELCHAIR SERVICE,AJ MOBILITY LTD,33017697,62122.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,WF FEDERATED GP NETWORK LTD,32973119,64431.9
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS 
TRUST",33046395,64651.66
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHINGFORD MEDICAL PRACTICE,33247126,65057.04
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CRAWLEY ROAD MEDICAL CENTRE,33230957,67151.04
Department of Health,NHS Waltham Forest CCG,31/07/2020,Computer Hardware Purch,PRIMARY CARE IT,NHS NEWHAM CCG,33194515,68181.07
Department of Health,NHS Waltham Forest CCG,31/07/2020,Computer Hardware Purch,PRIMARY CARE IT,NHS NEWHAM CCG,33333265,68181.07
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",WALTHAM FOREST COMMUNITY & FHS LTD,33069844,69438.68
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33277207,70187.4
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",MANOR PRACTICE LONDON,33247129,71199.18
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ECCLESBOURNE PRACTICE,33069807,71660.45
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,PRIMARY CARE INVESTMENTS,MOORHOUSE CONSULTING LTD,33306560,73950
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),33046398,76302.67
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),33046420,76645.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,,MENTAL HEALTH CONTRACTS,EAST LONDON NHS FOUNDATION TRUST,33046303,79044.08
Department of Health,NHS Waltham Forest CCG,31/07/2020,Income tax <1Yr,BALANCE SHEET,HMRC,33191997,80848.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,33046317,84184.23
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care- Children,CHC CHILDREN,VIBRANCE DIRECT PAYMENTS & PAYROLL SERVICE,33082487,89697.43
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",COMELY BANK CLINIC,33069801,95767.55
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33069799,98227
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",CHURCHILL HEALTHCARE LTD,33247127,98227
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-APMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HURLEY GROUP,33092440,101097.54
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,COMMUNITY SPECIALIST CLINICS LTD,33074721,104389.93
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ST JAMES MEDICAL PRACTICE LTD,33092438,104976.47
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",HARROW ROAD GP PRACTICE,33092439,105794.35
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",ALLUM MEDICAL CENTRE,33092432,107434.27
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-PMS Contract Value,"PRC DELEGATED CO-
COMMISSIONING",OLIVER ROAD MEDICAL CENTRE,33092436,108999.2
Department of Health,NHS Waltham Forest CCG,31/07/2020,C&M-GMS Global Sum,"PRC DELEGATED CO-
COMMISSIONING",HANDSWORTH MEDICAL PRACTICE LONDON,33230970,115494.09
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,WF FEDERATED GP NETWORK LTD,33255576,116949
Department of Health,NHS Waltham Forest CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,PRIORS COURT FOUNDATION,33194460,125090.86
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Independent Sector,PRIMARY CARE DEVELOPMENT,WF FEDERATED GP NETWORK LTD,33303976,139486.89
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",COMMUNITY SERVICES,BARTS HEALTH NHS TRUST,32983134,145003.44
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,33046390,200351.62
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"BARKING HAVERING AND REDBRIDGE HOSPITALS 
NHS TRUST",33046263,215886.3
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"GUYS & ST THOMAS HOSPITAL NHS FOUNDATION 
TRUST",33046310,221140.68
Department of Health,NHS Waltham Forest CCG,31/07/2020,Programme Support Costs,QUALITY PREMIUM PROGRAMME,REVITALISE,33310517,239142.85
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION 
TRUST",33046359,292760.1
Department of Health,NHS Waltham Forest CCG,31/07/2020,Rent,"RECHARGES NHS PROPERTY 
SERVICES LTD",NHS PROPERTY SERVICES LTD,33037403,547455
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS 
FOUNDATION TRUST",33046405,612941.45
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,"NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS 
TRUST",33046379,661023.29
Department of Health,NHS Waltham Forest CCG,31/07/2020,Programme Support Costs,QUALITY PREMIUM PROGRAMME,LONDON BOROUGH OF WALTHAM FOREST,33155339,895000
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",AMBULANCE SERVICES,LONDON AMBULANCE SERVICE NHS TRUST,33046346,1011695.75
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",ACUTE COMMISSIONING,"HOMERTON UNIVERSITY HOSPITAL NHS 
FOUNDATION TRUST",33046313,1497382.81
Department of Health,NHS Waltham Forest CCG,31/07/2020,Clinical&Medical-Othe Public Sector,COMMISSIONING RESERVE,LONDON BOROUGH OF WALTHAM FOREST,33295774,4590710.5
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec Fdtn Trust-Contract 
Baseline",MENTAL HEALTH CONTRACTS,NORTH EAST LONDON NHS FOUNDATION TRUST,33046374,5989302.78
Department of Health,NHS Waltham Forest CCG,31/07/2020,"Hcare Srv Rec NHS Trust-Contract 
Baseline",ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,33046295,13479643.59
