Date,Expense,Expense area,Supplier,Transaction,amount
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",HAVERGAL VILLAS,31811461,"3,662.63"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",HAVERGAL VILLAS,31811461,"9,542.21"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,HAVERGAL VILLAS,31811461,857.25
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",HAVERGAL VILLAS,31811461,"3,875.00"
4/30/2020,"Actual Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",JS MEDICAL PRACTICE,31811462,"98,384.14"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",JS MEDICAL PRACTICE,31811462,"8,034.17"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",JS MEDICAL PRACTICE,31811462,"21,114.58"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,JS MEDICAL PRACTICE,31811462,"1,901.44"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",JS MEDICAL PRACTICE,31811462,"10,353.34"
4/30/2020,C&M-PMS Prem,PRC DELEGATED CO-,JS MEDICAL PRACTICE,31811462,"1,632.68"
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"52,751.54"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"3,915.38"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"1,010.94"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"6,488.71"
4/30/2020,"Notional Rent
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"3,866.66"
4/30/2020,"EEs Adjs - PMS
ME-PMS GP Pension","COMMISSIONING
PRC DELEGATED CO-",LINCOLN ROAD MEDICAL PRACTICE,31811468,"3,834.66"
4/30/2020,"ERs Adjs - PMS
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",NIGHTINGALE HOUSE SURGERY,31811474,"48,896.48"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",NIGHTINGALE HOUSE SURGERY,31811474,"4,171.20"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",NIGHTINGALE HOUSE SURGERY,31811474,931.11
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",NIGHTINGALE HOUSE SURGERY,31811474,"5,096.18"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",OAKWOOD MEDICAL CENTRE LONDON,31811480,"49,933.44"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",OAKWOOD MEDICAL CENTRE LONDON,31811480,"4,548.97"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",OAKWOOD MEDICAL CENTRE LONDON,31811480,956.56
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",OAKWOOD MEDICAL CENTRE LONDON,31811480,"6,770.83"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",RILEY HOUSE SURGERY,31811483,"60,806.80"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",RILEY HOUSE SURGERY,31811483,"5,414.09"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",RILEY HOUSE SURGERY,31811483,"1,120.79"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",RILEY HOUSE SURGERY,31811483,"7,420.83"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",RUTLAND HOUSE,31811485,"46,350.13"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",RUTLAND HOUSE,31811485,"3,356.84"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",RUTLAND HOUSE,31811485,"10,396.20"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,RUTLAND HOUSE,31811485,886.73
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",RUTLAND HOUSE,31811485,"3,545.83"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",SOMERSET GARDENS HEALTH CENTRE,31811489,"105,841.23"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",SOMERSET GARDENS HEALTH CENTRE,31811489,"9,098.49"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",SOMERSET GARDENS HEALTH CENTRE,31811489,"14,128.04"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,SOMERSET GARDENS HEALTH CENTRE,31811489,"2,046.73"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOMERSET GARDENS HEALTH CENTRE,31811489,"9,687.50"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOMERSET GARDENS HEALTH CENTRE,31811489,191.06
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",SOUTHBURY SURGERY,31811493,"28,263.90"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",SOUTHBURY SURGERY,31811493,"2,816.81"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",SOUTHBURY SURGERY,31811493,556.64
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOUTHBURY SURGERY,31811493,"1,859.73"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"66,339.11"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"5,432.60"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"1,278.03"
4/30/2020,"Participation
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"2,924.76"
4/30/2020,"Locum 
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"4,306.25"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,"1,632.15"
4/30/2020,"Rates
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",SOUTHGATE SURGERY,31811496,147.28
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,"43,222.99"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,"2,853.97"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",STUART CRESCENT HEALTH CENTRE,31811499,"9,494.58"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,STUART CRESCENT HEALTH CENTRE,31811499,806.44
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,163.05
4/30/2020,"Clinical Waste
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,"8,725.00"
4/30/2020,"Cost Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,913.02
4/30/2020,"Rates
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",STUART CRESCENT HEALTH CENTRE,31811499,123.26
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",TYNEMOUTH ROAD HEALTH CENTRE,31811500,"78,006.80"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",TYNEMOUTH ROAD HEALTH CENTRE,31811500,"7,169.53"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",TYNEMOUTH ROAD HEALTH CENTRE,31811500,"14,126.61"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,TYNEMOUTH ROAD HEALTH CENTRE,31811500,"1,446.18"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",TYNEMOUTH ROAD HEALTH CENTRE,31811500,"8,275.00"
4/30/2020,C&M-PMS Contract,PRC DELEGATED CO-,TOWN SURGERY,31811503,"27,106.17"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",TOWN SURGERY,31811503,"2,290.74"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",TOWN SURGERY,31811503,519.13
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",TOWN SURGERY,31811503,"2,141.39"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",TOWN SURGERY,31811503,758.9
4/30/2020,"Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,"78,537.56"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,"7,082.76"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,"1,513.27"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,"10,923.61"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,"3,669.33"
4/30/2020,"Rates
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WHITE LODGE MEDICAL PRACTICE,31811511,520.63
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,"61,713.15"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,"5,642.92"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,"4,828.23"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,"2,675.83"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",WOODBERRY PRACTICE,31811515,"5,837.50"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,WOODBERRY PRACTICE,31811515,"1,119.31"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,"3,202.69"
4/30/2020,"Notional Rent
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",WOODBERRY PRACTICE,31811515,894.28
4/30/2020,"Water Rates
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"114,418.97"
4/30/2020,"Value
C&M-PMS DES","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"4,871.88"
4/30/2020,"Extended Hours 
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"9,948.36"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"2,310.21"
4/30/2020,"Clinical Director
C&M-PMS PCN DES","COMMISSIONING
LOCAL ENHANCED SERVICES",GREEN LANES SURGERY,31811519,"5,039.88"
4/30/2020,"PCN support
C&M-PMS PCN DES",PRC DELEGATED CO-,GREEN LANES SURGERY,31811519,"2,203.94"
4/30/2020,"Participation
C&M-PMS PCO","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"13,313.11"
4/30/2020,"Locum 
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",GREEN LANES SURGERY,31811519,"18,290.07"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",CHESHIRE ROAD SURGERY,31811522,"50,860.65"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",CHESHIRE ROAD SURGERY,31811522,"3,962.93"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",CHESHIRE ROAD SURGERY,31811522,"10,799.83"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,CHESHIRE ROAD SURGERY,31811522,945.45
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",CHESHIRE ROAD SURGERY,31811522,"2,408.33"
4/30/2020,"Actual Rent
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS ST ANNS ROAD MEDICAL CENTRE,31811524,"116,226.17"
4/30/2020,"Contract Value
C&M-APMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",AT MEDICS ST ANNS ROAD MEDICAL CENTRE,31811524,"26,850.82"
4/30/2020,"Primary Care Offer
C&M-APMS PCN DES",PRC DELEGATED CO-,AT MEDICS ST ANNS ROAD MEDICAL CENTRE,31811524,"1,981.88"
4/30/2020,"Participation
C&M-APMS Prem","COMMISSIONING
PRC DELEGATED CO-",AT MEDICS ST ANNS ROAD MEDICAL CENTRE,31811524,"16,911.39"
4/30/2020,"Actual Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",BOUNDARY HOUSE SURGERY BOAKYE COWLEY JONES,31811528,"36,344.22"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",BOUNDARY HOUSE SURGERY BOAKYE COWLEY JONES,31811528,"3,089.30"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BOUNDARY HOUSE SURGERY BOAKYE COWLEY JONES,31811528,699.3
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",BOUNDARY HOUSE SURGERY BOAKYE COWLEY JONES,31811528,"10,440.54"
4/30/2020,"Notional Rent
C&M-APMS LES","COMMISSIONING
PRC DELEGATED CO-",FEDERATED 4 HEALTH LTD,31811530,"320,061.20"
4/30/2020,"Caretaking 
C&M-APMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",FEDERATED 4 HEALTH LTD,31811530,"48,476.92"
4/30/2020,"Primary Care Offer
C&M-PMS Contract",PRC DELEGATED CO-,PRINCE OF WALES ROAD,31812305,"71,805.17"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",PRINCE OF WALES ROAD,31812305,"6,831.04"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",PRINCE OF WALES ROAD,31812305,"1,393.84"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",PRINCE OF WALES ROAD,31812305,"48,375.00"
4/30/2020,"Actual Rent
ME - PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",PRINCE OF WALES ROAD,31812305,786.43
4/30/2020,"Year ERs
ME-PMS GP Prior","COMMISSIONING
PRC DELEGATED CO-",PRINCE OF WALES ROAD,31812305,381.27
4/30/2020,"Year EEs
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",RAINBOW PRACTICE,31812307,"42,730.07"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",RAINBOW PRACTICE,31812307,"3,175.11"
4/30/2020,"Differential Review
C&M-PMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",RAINBOW PRACTICE,31812307,805.31
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",RAINBOW PRACTICE,31812307,"4,584.86"
4/30/2020,"Notional Rent
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",FOREST GROUP PRACTICE,31812326,"96,602.96"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",FOREST GROUP PRACTICE,31812326,"8,000.18"
4/30/2020,C&M-PMS PCN DES,PRC DELEGATED CO-,FOREST GROUP PRACTICE,31812326,"1,824.72"
4/30/2020,"Participation
C&M-PMS Contract","COMMISSIONING
PRC DELEGATED CO-",MUSWELL HILL PRACTICE,31812328,"96,897.07"
4/30/2020,"Value
C&M-PMS Funding","COMMISSIONING
PRC DELEGATED CO-",MUSWELL HILL PRACTICE,31812328,"7,306.02"
4/30/2020,"Differential Review
C&M-PMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",MUSWELL HILL PRACTICE,31812328,"22,414.87"
4/30/2020,"Primary Care Offer
C&M-PMS PCN DES",PRC DELEGATED CO-,MUSWELL HILL PRACTICE,31812328,"1,846.12"
4/30/2020,"Participation
C&M-PMS Prem","COMMISSIONING
PRC DELEGATED CO-",MUSWELL HILL PRACTICE,31812328,"3,737.50"
4/30/2020,"Notional Rent
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31816507,"29,373.91"
4/30/2020,"Contract Value
C&M-APMS LES","COMMISSIONING
LOCAL ENHANCED SERVICES",DR ROHAN,31816507,"6,732.70"
4/30/2020,"Primary Care Offer
C&M-APMS PCN DES",PRC DELEGATED CO-,DR ROHAN,31816507,455.07
4/30/2020,"Participation
C&M-APMS Prem","COMMISSIONING
PRC DELEGATED CO-",DR ROHAN,31816507,"37,440.00"
4/30/2020,"Cost Rent
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",BARNDOC HEALTHCARE LTD,31818337,"37,138.88"
4/30/2020,"Contract Value
C&M-APMS Other","COMMISSIONING
PRC DELEGATED CO-",BARNDOC HEALTHCARE LTD,31818337,"1,209.62"
4/30/2020,"FDR Payment
C&M-APMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",BARNDOC HEALTHCARE LTD,31818337,612.55
4/30/2020,"Participation
C&M-APMS Prem","COMMISSIONING
PRC DELEGATED CO-",BARNDOC HEALTHCARE LTD,31818337,"15,712.00"
4/30/2020,"Rates
C&M-APMS","COMMISSIONING
PRC DELEGATED CO-",ENFIELD HEALTHCARE ALLIANCE LTD,31818339,"38,362.23"
4/30/2020,"Contract Value
C&M-APMS Other","COMMISSIONING
PRC DELEGATED CO-",ENFIELD HEALTHCARE ALLIANCE LTD,31818339,"1,203.48"
4/30/2020,"FDR Payment
C&M-APMS PCN DES","COMMISSIONING
PRC DELEGATED CO-",ENFIELD HEALTHCARE ALLIANCE LTD,31818339,609.44
4/30/2020,"Participation
Clinical&Medical-","COMMISSIONING
COMMUNITY SERVICES",OMNES HEALTHCARE LTD,31820065,"-48,359.00"
4/30/2020,"Independent Sector
Hcare Srv Rec NHS",ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,31832072,"85,400.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,31832087,"12,243,600.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,31832091,"2,156,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,31832097,"45,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31832108,"43,200.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,31832115,"7,983,300.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,31832120,"3,224,800.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,31832124,"4,039,200.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,31832140,"304,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,31832148,"107,600.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,31832158,"83,500.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,31832173,"579,700.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31832180,"1,132,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,31832186,"1,385,700.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,31832190,"1,660,800.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,31832198,"220,600.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,KINGSTON HOSPITAL NHS FOUNDATION TRUST,31832201,"33,800.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,31832204,"57,200.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,LONDON AMBULANCE SERVICE NHS TRUST,31832208,"5,356,300.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,31832211,"1,356,200.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,31832213,"34,000.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,31832216,"1,966,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,NORTH EAST LONDON NHS FOUNDATION TRUST,31832220,"298,500.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,31832223,"18,480,000.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31832225,"30,500.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,31832229,"187,800.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,31832233,"34,839,100.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,31832237,"666,000.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,31832241,"134,800.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31832245,"121,200.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,31832248,"853,300.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,31832251,"35,900.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),31832254,"110,300.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),31832264,"77,900.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,31832267,"20,080,400.00"
4/30/2020,"Trust-Contract 
Hcare Srv Rec NHS",ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,31832270,"149,300.00"
4/30/2020,Hcare Srv Rec NHS,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),31832276,"17,949,900.00"
4/30/2020,"Trust-Contract 
Cont Care-Learning",CHC AD FULL FUND PERS,MY SUPPORT MONEY,31833302,"19,529.46"
4/30/2020,"Disab(<65)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833302,"24,213.36"
4/30/2020,"Disab (<65)
Cont Care-Learning","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833311,"19,566.61"
4/30/2020,"Disab(65+)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833311,"29,945.65"
4/30/2020,"Disab (<65)
Cont Care-Learning","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833324,"31,035.21"
4/30/2020,"Disab(<65)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833324,"1,277.63"
4/30/2020,"Disab (65+)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833324,"13,119.60"
4/30/2020,"Disab (<65)
Cont Care-Physical","HLTH BUD
CHC AD FULL FUND PERS",MY SUPPORT MONEY,31833359,875.61
