,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
503,MARIEAA CURIEAA CANCERAA CARE,00507597,MARIE CURIE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",was Marie Curie Cancer Care till 25/3/15,0 not CIC,4,55679994.0,CARE CARE CARE LIMITED,CARE AND CARE LIMITED,CARE WITH CARE LIMITED,7.495077,7.0408669999999995,7.0408669999999995,18.0,21.0,20.0
504,MARTIN HOUSE,02016332,MARTIN HOUSE,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","custs: AWC 26, BRAD 1, HULL 1, LEE 14, NK 5, SHEFF 1, WAKE 10, & 8 NHSE",0 not CIC,66,5892907.0,MARTIN HOUSE,MARTIN HOUSE,MARTINS HOUSE,14.331439999999999,14.331439999999999,14.331439999999999,0.0,0.0,1.0
505,MARTLETS HOSPICE,02326410,THE MARTLETS HOSPICE LIMITED,"2: CC: 4 corrected now perf name match, CH: 4 corrected now perf name match",another NHSD-only auto-match,0 not CIC,25,2875053.0,MARTLETS HOSPICE,THE MARTLETS HOSPICE LIMITED,THE MARTLETS HOSPICE LIMITED,24.34375,21.30151,21.30151,0.0,12.0,12.0
506,MARY SEACOLE HOUSE,03204514,GRANBY COMMUNITY MENTAL HEALTH GROUP,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",comp name matches reg name of char; match proven by char working name,0 not CIC,5,311246.0,MARY SEACOLE HOUSE,MARY SEACOLE HOUSING ASSOCIATION LIMITED,FRIENDS OF MARY SEACOLE,25.12191,20.098489999999998,20.052383,0.0,22.0,17.0
507,MASONIC CARE LIMITED,11033992,MASON CARE LTD,2: CH: 1 existing perfect name match,"ran care home nr Doncaster (DONC CCG is sole cust), last NHS pymt 31/12/16, provider changed since 2017 CQC report",0 not CIC,2,57250.0,MASON CARE LIMITED,MASONIC CARE LIMITED,MASONIC CARE LIMITED,13.561162,13.561162,13.561162,2.0,0.0,0.0
508,MASS,05082182,MID-AIR SITE SERVICES LIMITED,2: CH: 5 corrected imperf name match,"CCnotes> expensearea Maintenance WGH. match is aircon installers already a suppler, inc big enough. Watford Gen Hosp",0 not CIC,4,156110.0,MASS,CAPITAL MASS,CAPITAL MASS,13.917260999999998,11.929625,11.929625,0.0,8.0,8.0
509,MAUDSLEY CHARITY,11071377,MAUDSLEY CHARITY,"2: CC: 8 date-dependent match, CH: 1 existing perfect name match",inc 20/11/17 before sole NHS pymt 25/9/19 but SIC 74990 Non-Trading Company. See CCnotes; NHS-assoc anyway,0 not CIC,1,26276.0,MAUDSLEY CHARITY,MAUDSLEY CHARITY,MAUDSLEY CHARITY,21.405478,21.405478,21.405478,0.0,0.0,0.0
510,MAUDSLEY INTERNATIONAL,08292850,IMPLEMENTAL WORLDWIDE C.I.C.,2: CH: 5 corrected imperf name match,was Maudsley International till 5/7/18,1 CIC,1,87920.0,MAUDSLEY CHARITY,MAUDSLEY CHARITY,MAUDSLEY CHARITY,14.749726999999998,14.749726999999998,14.749726999999998,11.0,11.0,11.0
511,MAUDSLEY LEARNING,08122704,MAUDSLEY CHARITY TRADING CIC,2: CH: 5 corrected imperf name match,was Maudsley Learning CIC till 5/11/18 when Trusts gen char 1055440 clsd. Note 11071377 inc 20/11/17. Structure unclear,1 CIC,3,103849.0,MAUDSLEY CHARITY,MAUDSLEY CHARITY,MAUDSLEY CHARITY,14.749726999999998,14.749726999999998,14.749726999999998,5.0,5.0,5.0
512,MCCH SOCIETY LIMITED,08971493,CHOICE SUPPORT,"2: CC: 8 date-dependent match, CH: 8 date-dependent match","inc 1/4/14 as MCCH till 4/1/19, replacing IP25577R MCCH Society Ltd de-reg 1/4/14 after earliest NHS pymt 31/10/2013",0 not CIC,64,4192547.0,MCCH LIMITED,MCCH MAINTENANCE LIMITED,MCCH SERVICES LIMITED,17.240046,15.085555,15.085555,8.0,10.0,6.0
513,MEADOW HOUSE,OC358648,J & K PARTNERSHIP LLP,2: CH: 5 corrected imperf name match,only cust Cov & Rugby CCG so its the MH at CV6 3DQ. CQC & CH delving -> linked LLP as provider. SIC other human health,0 not CIC,1,44164.0,MEADOW HOUSE TRUST,THE HOUSE MEADOW LIMITED,MEADOW FARM HOUSE LIMITED,13.194742999999999,13.194742999999999,11.728973,6.0,16.0,13.0
514,MEDIA SAND BOX,11010134,MSBX LTD,2: CH: 5 corrected imperf name match,"trades as Media Sand-Box. diss 24/9/19, long after pymt 30/4/16. Note that mediasandbox.co.uk is art proj not alt match",0 not CIC,1,34080.0,BOX TO BOX MEDIA LIMITED,SAND MEDIA LIMITED,BOX TO BOX SPORTS MEDIA LIMITED,14.26885,14.229025,13.098865,19.0,13.0,26.0
515,MEDICAL MOSAIC LIMITED,03343967,MEDICAL MOSAIC LIMITED,2: CH: 4 corrected now perf name match,"dissolved 17/3/15, long after sole NHS payment 26/3/13. Unclear why Croydon Trust used Royston comp but no viable alt",0 not CIC,1,30600.0,MOSAIC MEDICAL WRITING LIMITED,MOSAIC,MOSAIC,14.240289,13.320501,13.320501,13.0,16.0,16.0
516,MEDICINQ,04714264,MEDICINQ LIMITED,2: CH: 4 corrected now perf name match,"expareas confirm building construction and upgrades. diss 27/8/18, long after last NHS payment 31/3/11",0 not CIC,24,5084152.0,,,,,,,,,
517,MEDICINQ LIMITED,04714264,MEDICINQ LIMITED,2: CH: 4 corrected now perf name match,"diss 27/8/18, long after last NHS payment 31/3/11",0 not CIC,3,5084152.0,LIMITED LIMITED LIMITED,AT THE LIMITS LIMITED,LIMIT LIMITED,0.18448468,0.17794222,0.17794222,10.0,10.0,6.0
518,MEDICINQ OSBORNE,04714264,MEDICINQ LIMITED,2: CH: 4 corrected now perf name match,"CCnotes> Gen Hosp extn 2009+. accords expareas & NHS custs. Medicinq diss 27/8/18, long after last NHS payment 23/1/13",0 not CIC,9,5084152.0,OSBORN AND OSBORN LIMITED,OSBORN AND OSBORN SERVICES LIMITED,AT OSBORNE LIMITED,12.542139,11.566063,10.612711000000001,16.0,25.0,16.0
519,MEDILINK,05025153,MEDILINK EAST MIDLANDS LIMITED,2: CH: 11 multi-supplier record,"CCnotes> comps. 2 custs, Nottm Univ Hosp Tt (4) as matched, Lancs S Cumb (1) 03355534 Medilink t/a Medilink N of England",0 not CIC,5,307780.0,MEDILINK LIMITED,A K MEDILINK LIMITED,MEDILINK COMMUNICATIONS LIMITED,15.22763,13.324632999999999,13.324632999999999,8.0,12.0,23.0
520,MEDWAY COMMUNITY HC NHS,07275637,MEDWAY COMMUNITY HEALTHCARE C.I.C.,2: CH: 3 existing accepted imperfect name match,no viable alternative match found; NHS cust Medway Trust like many of explicit Medway Comm HC CIC transactions,1 CIC,1,50599014.0,MEDWAY NHS FOUNDATION TRUST,COMMUNITY HC CENTRE,HC COMMUNITIES LIMITED,15.908785,14.538032999999999,14.538032999999999,16.0,12.0,16.0
521,MEDWAY COMMUNITY HEALTHCARE PENTAGON,07275637,MEDWAY COMMUNITY HEALTHCARE C.I.C.,2: CH: 3 existing accepted imperfect name match,Pentagon is/was a GP surg operated by MCH,1 CIC,8,50599014.0,PENTAGON HEALTHCARE LIMITED,MEDWAY COMMUNITY HEALTHCARE COMMUNITY INTEREST COMPANY,MEDWAY COMMUNITY COLLEGE,16.96785,16.747484,14.360714000000002,20.0,22.0,16.0
522,MENTAL HEALTH CARE UK,02206038,MENTAL HEALTH CARE (U.K) LIMITED,2: CH: 4 corrected now perf name match,only other close name match London-based MHC (no (UK) bit),0 not CIC,3,704384.0,MENTAL HEALTH CARE,MENTAL HEALTH CARE UK LIMITED,MENTAL HEALTH UK,19.862335,18.977435999999997,18.507463,3.0,8.0,5.0
523,MENTAL HEALTH CARE UK LIMITED,02206038,MENTAL HEALTH CARE (U.K) LIMITED,2: CH: 1 existing perfect name match,Glos Liverpool & Ches custs are all close to this companys Denbighshire base & Birkenhead resid home,0 not CIC,12,704384.0,MENTAL HEALTH CARE,MENTAL HEALTH CARE UK LIMITED,MENTAL HEALTH UK,19.862335,19.073946,18.507463,11.0,0.0,13.0
524,MENTAL HEALTH FIRST AID ENGLAND,07021392,MENTAL HEALTH FIRST AID ENGLAND COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2009 incorporation. Match to CIC confirmed by sole custs own website,1 CIC,1,546552.0,MENTAL HEALTH FIRST AID ENGLAND COMMUNITY INTEREST COMPANY,MENTAL HEALTH FIRST AID NI LIMITED,YORKSHIRE MENTAL HEALTH FIRST AID LIMITED,22.242973000000003,21.083263,21.083263,27.0,8.0,16.0
525,MERIDIAN CENTRE,OC338351,VIRGIN CARE COVENTRY LLP,2: CH: 5 corrected imperf name match,"55 NHSE entries, 1ary Care & 2ary Dental, so its Meridian Practice GP Surg prev k/a Meridian Centre, provider as matched",0 not CIC,85,16060286.0,THE MERIDIAN CENTRE,THE MERIDIAN CENTRE,MERIDIAN CENTRE HOSPITALITY LIMITED,16.57585,16.57585,12.893112,4.0,4.0,20.0
526,METHODIST HOMES FOR THE AGED,04043124,METHODIST HOMES,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",was Methodist Homes for the Aged till 31/3/11; website is mha.org.uk,0 not CIC,32,17180311.0,METHODIST HOMES,METHODIST HOMES,HOMES FOR THE AGED,15.9369545,15.9369545,15.042411999999999,13.0,13.0,10.0
527,MHFA ENGLAND,07021392,MENTAL HEALTH FIRST AID ENGLAND COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,"London-based but website entry confirms connexion to Dudley, locn of this NHS cust",1 CIC,5,546552.0,MHFA WALES LIMITED,LOTUS MHFA TRAINING CONSULTANCY LIMITED,L ENGLAND AND A ENGLAND LIMITED,15.320858,12.257275,8.910036,10.0,28.0,22.0
528,MHFA ENGLAND COMMUNITY INTEREST COMPANY,07021392,MENTAL HEALTH FIRST AID ENGLAND COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,"inc 2009, still active, no name changes",1 CIC,10,546552.0,GENERATION ENGLAND COMMUNITY INTEREST COMPANY,KICKBOXING ENGLAND COMMUNITY INTEREST COMPANY,MMA ENGLAND COMMUNITY INTEREST COMPANY,17.3425,17.3425,17.3425,9.0,10.0,2.0
529,MHIST,04128980,MHIST MENTAL HEALTH INDEPENDENT SUPPORT TEAM,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",in Bolton like its sole NHS cust,0 not CIC,1,50357.0,MHIST,MENTAL HEALTH IN SOCIETY TRAINING MHIST LIMITED,MHIST MENTAL HEALTH INDEPENDENT SUPPORT TEAM,19.597198000000002,10.690930999999999,10.690930999999999,0.0,42.0,39.0
530,MILDMAY MISSION HOSPITAL UK,01921087,MILDMAY MISSION HOSPITAL,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",assoc with rematched char. East London addr & all NHS custs are nearby,0 not CIC,13,490515.0,MILDMAY MISSION HOSPITAL UK,MILDMAY MISSION HOSPITAL,MILDMAY MISSION HOSPITAL,26.988075,26.502457,26.502457,0.0,3.0,3.0
531,MILESTONES,05678153,THE ATARRAH PROJECT LIMITED,2: CH: 5 corrected imperf name match,match is provider at Milestones Hosp. Outlying single-payment Dorset & Sussex custs might mean Milestones Trust?,0 not CIC,21,5564030.0,MILESTONE,MILESTONES,MILESTONES,13.3956375,13.3956375,13.3956375,1.0,0.0,0.0
532,MILL GREEN ELECTRICAL,05828144,MILL GREEN FACILITIES LIMITED,2: CH: 5 corrected imperf name match,was Mill Green Electrical Limited till 6/1/20,0 not CIC,1,136363.0,MILL GREEN PTFA,MILL GREEN SCHOOL,SOUTHWAITE GREEN MILL,13.399173999999999,13.399173999999999,13.399173999999999,8.0,8.0,17.0
533,MILTON KEYNES URGENT CARE SERVICES,06635822,MILTON KEYNES URGENT CARE SERVICES COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"Ltd till 17/4/09, CIC thereafter",1 CIC,86,15623056.0,MILTON KEYNES URGENT CARE SERVICES COMMUNITY INTEREST COMPANY,THE MILTON KEYNES CARE PARTNERSHIP,DHU URGENT CARE NORTHAMPTONSHIRE AND MILTON KEYNES COMMUNITY INTEREST COMPANY,22.64941,20.399393,19.257238,27.0,18.0,58.0
534,MIND,00424348,MIND THE NATIONAL ASSOCIATION FOR MENTAL HEALTH,"2: CC: 11 multi-supplier record, CH: 11 multi-supplier record","Telford 516444>1186627/CE019796,E Berks 1097709RM28/4/15,Tees-W several,Sussex 1155918/08884776 or 1071434/03592375",0 not CIC,10,496203.0,MIND TO MIND FOUNDATION,MIND TO MIND LIMITED,MIND TO MIND MYANMAR,10.46026,10.46026,10.46026,19.0,16.0,16.0
535,MIND IN SALFORD,CE000904,MIND IN SALFORD,"2: CC: 8 date-dependent match, CH: 1 existing perfect name match",reg 10/4/14 replacing 08316846 MIND IN SALFORD LTD diss 17/2/15 before earliest of NHS pymts 30/6/15-20/2/20,0 not CIC,8,297720.0,MIND IN SALFORD,MIND IN SALFORD,MIND IN SALFORD,19.821028,19.821028,19.821028,0.0,0.0,0.0
536,MIND IN WORTHING,08884776,WEST SUSSEX MIND,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CCnotes> West Sussex Mind, RM 8/9/14 (trf funds incor) repl by matched incorp char reg 24/2/14 before 1st pymt 31/3/17",0 not CIC,1,4093379.0,WORTHING AND ARUN MIND,MIND TO MIND FOUNDATION,MIND TO MIND LIMITED,16.862425,10.46026,10.46026,15.0,13.0,13.0
537,MINDSONG,CE013171,MINDSONG,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",CIO has inc in yr of 1st NHS pymt (30/9/18) so presume old char dormant before RM. Glos locn accords with sole NHS cust,0 not CIC,2,80000.0,MINDSONG,MINDSONG,MINDSONG,19.597198000000002,19.597198000000002,19.597198000000002,0.0,0.0,0.0
538,MOO MOO YOUTH MARKETING,06708626,MOO MOO YOUTH MARKETING LIMITED,2: CH: 4 corrected now perf name match,"dissolved 18/7/17, long after last NHS payment 18/11/11",0 not CIC,3,109980.0,MOOS,MOO MOO ASSETS LIMITED,MOO MOO DIGITAL LIMITED,28.797043,26.901723999999998,26.901723999999998,20.0,13.0,14.0
539,MOORLANDS HOME LINK,CE001690,MOORLANDS HOME LINK,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",reg 26/8/14 before sole NHS pymt 30/11/16. no comp reg found for prev char 1067564 RM 23/2/18. Staffs like sole NHS cust,0 not CIC,1,35000.0,MOORLANDS HOME LINK,MOORLANDS HOME LINK,MOORLANDS HOME LINK,22.846684,22.846684,22.846684,0.0,0.0,0.0
540,MOSAIC,CE000627,MOSAIC II,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CIO. 5 other Mosaic [something] in full supplier list, others exist too, but this dominates in Bradford",0 not CIC,21,625761.0,MOSAIC,MOSAIC,MOSAIC,13.320501,13.320501,13.320501,0.0,0.0,0.0
541,MOSAIC COMMUNITY CARE,06042569,MOSAIC CARE GROUP LIMITED,2: CH: 5 corrected imperf name match,"was Mosaic Community Care Ltd till 1/6/16; diss 19/11/19 just before last NHS pymt 30/11/19. Preston, sole cust Leeds",0 not CIC,3,84025.0,COMMUNITY MOSAIC COMMUNITY INTEREST COMPANY,MOSAIC CAR CARE LIMITED,MOSAIC CARE RECRUITMENT LIMITED,13.665066,13.515351999999998,13.515351999999998,24.0,14.0,19.0
542,MOSAIC PUBLICITY,03929334,MOSAIC PUBLICITY LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',Colchester locn accords perfectly with sole NHS cust N Essex trust,0 not CIC,1,40000.0,MOSAIC PUBLICITY LIMITED,OXFORD MOSAIC PUBLICATIONS LIMITED,MOSAIC,16.548583999999998,14.710243,13.320501,8.0,19.0,10.0
543,MOSAIC YOUR BUSINESS PROCESSES LIMITED,08851447,MOSAIC YOUR BUSINESS PROCESSES LIMITED,2: CH: 1 existing perfect name match,unclear why N London hosp using Cambridge consultancy but name match is unambigous & inc 20/1/14 before 1st pymt 11/8/15,0 not CIC,2,76181.0,MOSAIC YOUR BUSINESS PROCESSES LIMITED,MOSAIC BUSINESS CONSULTANTS LIMITED,MOSAIC BUSINESS SERVICES LIMITED,24.704393,13.826625,13.826625,0.0,15.0,12.0
544,MOTHERS FOR MOTHERS,08764052,MOTHERS FOR MOTHERS,"2: CC: 4 corrected now perf name match, CH: 1 existing perfect name match",no sign of a new duplicate comp reg to correspond with the new charity (see CCnotes),0 not CIC,1,38000.0,MOTHERS FOR MOTHERS,MOTHERS FOR MOTHERS,MOTHERS FOR MOTHERS,27.738758,27.738758,27.738758,0.0,0.0,0.0
545,MS SUPPORT CENTRE,02269526,NEURO THERAPY CENTRE LIMITED,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",was Multiple Sclerosis Support Centre Ltd till 13/3/14,0 not CIC,1,147295.0,MS SUPPORT,MS IT SUPPORT LIMITED,MS SUPPORT LIMITED,16.952587,14.834022000000001,14.834022000000001,7.0,9.0,6.0
546,MUSEUM OF LONDON ARCHAEOLOGY SERVICE,07751831,MUSEUM OF LONDON ARCHAEOLOGY,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match","Sole NHS cust is Guys & St Thomas Trust, but surely if an archaeology service is required the patient is beyond help",0 not CIC,1,37909.0,MUSEUM OF LONDON ARCHAEOLOGY,MUSEUM OF LONDON ARCHAEOLOGY,MUSEUM OF LONDON,22.836676,22.836676,14.838556,8.0,8.0,20.0
547,MY SISTERS HOUSE COMMUNITY INTEREST COMPANY,CE020776,MY SISTERS HOUSE COMMUNITY INTEREST COMPANY,"2: CC: 8 date-dependent match, CH: 8 date-dependent match","closed/converted 20/2/20, became CE020776 (char 1188070) My Sisters House CIO. NHS payments 31/3/17-29/2/20 cover both",1 CIC,4,122500.0,MY HOPE HOUSING COMMUNITY INTEREST COMPANY,MY SISTERS HOUSE CIO,MY SISTERS HOUSE CIO,19.424015,18.904882,18.904882,9.0,23.0,23.0
548,MYTON HAMLET HOSPICE,01628455,THE MYTON HOSPICES,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",was Myton Hmlet Hospice Management Ltd till 24/3/09,0 not CIC,76,10160736.0,MYTON HAMLET HOSPICE TRUST,MYTON HAMLET HOSPICE DEVELOPMENT LIMITED,MYTON HAMLET HOSPICE MANAGEMENT LIMITED,28.082981,25.275223,25.275223,6.0,20.0,19.0
549,NAKED DEVELOPMENT,05089900,NAKED DEVELOPMENT LIMITED,2: CH: 4 corrected now perf name match,"CN from a companies data site, now absent from CH, presume diss soon after pymt 2/5/14 & now excised from online lookup",0 not CIC,1,25600.0,BY NAKED LIMITED,NAKED LIMITED,THE NAKED TRUTH,12.045086999999999,12.045086999999999,12.045086999999999,13.0,10.0,14.0
550,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE,08529099,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"Various name chgs, Ltd till 25/3/14 then CIC before NHS pymts 20/11/18, present name since 5/10/18. Bristol like cust",1 CIC,2,14371.0,NATIONAL CENTRE FOR INTEGRATIVE MEDICINE COMMUNITY INTEREST COMPANY,CENTRE FOR INTEGRATED AND FUNCTIONAL MEDICINE LIMITED,THE NATIONAL STADIUM SPORTS MEDICINE CENTRE,19.370712,17.316309,17.240955,27.0,33.0,28.0
551,NATIONAL CENTRE FOR RURAL HEALTH AND CARE,11097846,NATIONAL CENTRE FOR RURAL HEALTH AND CARE COMMUNITY INTEREST COMPANY,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2017 incorporation,1 CIC,1,94200.0,NATIONAL CENTRE FOR RURAL HEALTH AND CARE COMMUNITY INTEREST COMPANY,MCHENRY RURAL HEALTH CARE,NATIONAL AGRICULTURAL CENTRE RURAL TRUST,20.084526,17.815054,17.123877,27.0,20.0,26.0
552,NATIONAL UNPLANNED PREGNANCY ADVISORY SERVICE,01087755,NATIONAL UNPLANNED PREGNANCY ADVISORY SERVICE LIMITED,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',"was Fraterdrive Limited till 23/3/16. (no sign of Fraterdrive as a supplier, though)",0 not CIC,83,2665576.0,NATIONAL UNPLANNED PREGNANCY ADVISORY SERVICE LIMITED,BRITISH PREGNANCY ADVISORY SERVICE,BRITISH PREGNANCY ADVISORY SERVICE,32.007607,18.913681,18.913681,8.0,17.0,17.0
553,NDS,02868934,NOTTINGHAMSHIRE DEAF SOCIETY,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match","NDS looks generic but no likely alternatives found, even without geog hint",0 not CIC,1,113666.0,NDS,NDS 2019 LIMITED,NDS ACCOUNTANCY LIMITED,15.932319,11.950192,11.950192,0.0,13.0,20.0
554,NDTI,IP27566R,THE NATIONAL DEVELOPMENT TEAM FOR INCLUSION,2: CH: 5 corrected imperf name match,no viable alternatives found. expareas include a couple of Carers and Learning Difficulties but mostly indeterminate,0 not CIC,15,905617.0,,,,,,,,,
555,NDVA,06956527,DERBYSHIRE VOLUNTARY ACTION,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match",sole NHS cust Sheffield is adjacent,0 not CIC,3,149000.0,NDVA,,,21.146622,,,0.0,,
556,NEW VISION,11523536,NEW VISION CARE SERVICES LIMITED,2: CH: 5 corrected imperf name match,seems a much more likely match than the charity,0 not CIC,1,100085.0,NEW VISION,A NEW VISION FOR CHILDREN,NEW VISION LIMITED,15.645553,13.690326999999998,13.690326999999998,0.0,15.0,8.0
557,NEWBURY AND THATCHAM HOSPITAL BUILDING TRUST CO CROWE CLARK WHITEHILL,03420143,NEWBURY AND THATCHAM HOSPITAL BUILDING TRUST,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match","agree Building Trust is intended entry. Otherwise, Crowe Clark Whitehill OC0307043 LLP till 25/6/18, then 10887534 LTD",0 not CIC,3,1096458.0,NEWBURY AND THATCHAM HOSPITAL BUILDING TRUST,NEWBURY AND THATCHAM HOSPITAL BUILDING TRUST,CROWE CLARK WHITEHILL LIMITED,30.191366,30.191366,25.50636,25.0,25.0,56.0
558,NEWCASTLE CVS,06681475,CONNECTED VOICE,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",inc 26/8/08 succeeding prev charity RM 26/3/12. auto-match was Newcastle-under-Lyme equiv but cust locn decisive,0 not CIC,1,39155.0,NEWCASTLE CVS,NEWCASTLE CVS,CVS,22.088398,22.088398,14.462823,0.0,0.0,10.0
559,NHS CONFEDERATION,04358614,THE NHS CONFEDERATION,"2: CC: 8 date-dependent match, CH: 8 date-dependent match","reg 23/1/02, still active. But note 05256894 The NHS Confederation Group Company Ltd inc 12/10/04 dissolved 29/9/15",0 not CIC,103,12910438.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,0.0,4.0,4.0
560,NHS CONFEDERATION GROUP,05256894,THE NHS CONFEDERATION GROUP COMPANY LIMITED,2: CH: 8 date-dependent match,diss 29/9/15 after sole NHS pymt 23/8/13 but note 04358614 The NHS Confederation reg 23/1/02 & still active,0 not CIC,1,362475.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,6.0,10.0,10.0
561,NHS CONFEDERATION GROUP CO LIMITED,05256894,THE NHS CONFEDERATION GROUP COMPANY LIMITED,2: CH: 8 date-dependent match,diss 29/9/15 after NHS pymts 7/6/10-28/10/11 but note 04358614 The NHS Confederation reg 23/1/02 & still active,0 not CIC,3,362475.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,17.0,21.0,21.0
562,NHS CONFEDERATION GROUP COMPANY LIMITED,05256894,THE NHS CONFEDERATION GROUP COMPANY LIMITED,2: CH: 8 date-dependent match,diss 29/9/15 after sole NHS pymt 31/1/14 but note 04358614 The NHS Confederation reg 23/1/02 & still active,0 not CIC,4,362475.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,22.0,26.0,26.0
563,NHS CONFEDERATION GROUP COMPANY LIMITED,05256894,THE NHS CONFEDERATION GROUP COMPANY LIMITED,2: CH: 8 date-dependent match,diss 29/9/15 after sole NHS pymt 31/1/14 but note 04358614 The NHS Confederation reg 23/1/02 & still active,0 not CIC,4,362475.0,NHS CONFEDERATION,THE NHS CONFEDERATION,THE NHS CONFEDERATION,22.635132000000002,22.635132000000002,22.635132000000002,22.0,26.0,26.0
564,NHS TRUST LONDON CYRENIANS HOUSING LIMITED,01197478,LONDON CYRENIANS HOUSING LIMITED,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",perfect match when disregard preceding spurious text,0 not CIC,1,468736.0,LONDON CYRENIANS HOUSING LIMITED,LONDON CYRENIANS HOUSING LIMITED,CYRENIANS,20.441017000000002,20.441017000000002,16.993942,10.0,10.0,33.0
565,NO LIMITS,04183173,NO LIMITS SOUTH,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","CCnotes> plenty big enough, 2m in 2015 rising to 4m in 2019, much from govt contracts. ChYPS in exparea accords",0 not CIC,1,25000.0,LIMITED LIMITED LIMITED,AT THE LIMITS LIMITED,LIMIT LIMITED,0.18448468,0.17794222,0.17794222,17.0,14.0,7.0
566,NOEL,06866279,NOEL LIMITED,2: CH: 7 tentative match,"matched company SIC 86101 Hospital Activities. Unconvincing but no alternatives, not even Xmas party: date is 26/6/14",0 not CIC,1,26463.0,NOEL,HENRY NOEL,NOEL LIMITED,14.058121,12.050366,12.050366,0.0,6.0,8.0
567,NORSACA,02053860,AUTISM EAST MIDLANDS,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",NORSACA is previous name,0 not CIC,1,-30042.0,NORSACA,NORSACA,NORSACA TRADING LIMITED,19.951636999999998,19.951636999999998,14.964922,0.0,0.0,16.0
568,NORTH DEVON HOSPICE CARE,01696150,NORTH DEVON HOSPICE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",was North Devon Hospice Care Trust till 22/5/00,0 not CIC,1,28476.0,NORTH DEVON HOSPICE,NORTH DEVON HOSPICE,HOSPICE CARE TRUST NORTH DEVON,23.218107,23.218107,22.746129999999997,5.0,5.0,26.0
569,NORTH SOMERSET COMMUNITY PARTNERSHIP,07569496,NORTH SOMERSET COMMUNITY PARTNERSHIP COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,Bath-based like both gelocatable custs; expareas also accord. masses of web hits,1 CIC,105,66023503.0,NORTH SOMERSET COMMUNITY PARTNERSHIP COMMUNITY INTEREST COMPANY,NORTH SOMERSET COMMUNITY HOSPITAL,NORTH SOMERSET COMMUNITY PSHIP NSCCG,17.70996,17.354313,15.619214000000001,27.0,11.0,9.0
570,NORTH STAFFS USERS GROUP,CE001192,NORTH STAFFS VOICE FOR MENTAL HEALTH,"2: CC: 8 date-dependent match, CH: 8 date-dependent match",CIO reg 1/4/14 RM 13/5/18 but live when NHS pymts made 31/7/16-30/11/16. No assoc comp found for preceding char 1041846,0 not CIC,2,97176.0,NORTH STAFFS USERS GROUP,THE USERS GROUP,NORTH TYNESIDE TOTAL HIP USER GROUP,25.939617000000002,16.901617,15.096523000000001,0.0,10.0,16.0
